Code	X	Y	Width	Height
GM0307	319.4561	423.0333	27.3722	27.7114
GM0308	300.7641	431.8143	19.0344	16.8093
GM0310	283.6441	418.2054	20.8702	29.8817
GM0311	255.2164	425.6083	20.9835	25.5838
GM0312	291.9047	391.7832	19.5879	20.7161
GM0313	313.527	441.9596	14.2188	17.0353
GM0317	301.2807	444.7211	16.6267	15.5121
GM0321	288.633	384.0505	23.2969	24.3632
GM0327	322.0941	413.3829	31.3186	18.0619
GM0329	262.2706	441.3665	13.215	26.3281
GM0331	250.4163	377.64	35.3151	21.8717
GM0333	268.0725	419.1935	18.1884	15.7902
GM0335	249.6462	393.4853	23.0134	17.4523
GM0339	340.1032	400.1485	10.3537	16.513
GM0340	343.7785	377.2307	23.1375	18.8019
GM0342	304.2565	421.3954	16.4456	23.5816
GM0344	271.2549	403.2151	34.6797	28.9836
GM0345	343.5673	387.7876	11.9018	13.163
GM0351	319.9433	402.113	30.6866	18.5565
GM0352	309.1974	379.7091	26.5244	18.0052
GM0353	262.7534	388.6404	15.2262	17.5154
GM0355	299.0034	410.7693	21.5649	28.2089
GM0356	273.3773	389.5746	10.5945	16.2066
GM0358	219.8696	447.7146	23.691	22.2333
GM0361	221.8602	541.8724	14.121	22.7621
GM0362	236.0795	453.9217	17.6236	22.1897
GM0363	243.3991	471.1006	52.0305	38.5431
GM0364	292.5481	565.453	16.2794	11.2557
GM0365	231.8066	519.4752	13.2805	14.2835
GM0366	234.5467	596.6176	23.2441	29.2225
GM0370	246.2514	522.9884	24.9079	25.8394
GM0373	210.6241	549.0367	21.9557	45.7255
GM0375	204.8171	502.3063	19.1826	11.5559
GM0376	299.6344	452.047	19.0668	12.6102
GM0377	195.6609	476.1663	13.7844	32.1171
GM0381	284.669	449.7113	9.6751	7.3075
GM0383	211.8403	522.5411	27.917	16.3892
GM0384	257.1239	466.0276	14.1764	10.6167
GM0385	265.4421	508.6538	13.3957	10.3204
GM0388	302.0673	561.1225	8.1255	15.7624
GM0392	204.2336	478.6118	13.3407	22.4023
GM0393	215.0999	483.9362	13.8121	13.9754
GM0394	210.3389	457.7284	41.4662	42.8774
GM0395	224.4311	566.4931	24.1965	21.9598
GM0396	206.1014	509.9622	20.2154	11.4117
GM0397	199.9388	468.3985	7.7455	10.2471
GM0398	235.3299	552.0438	17.5238	22.5904
GM0399	215.1858	533.1302	12.4261	11.578
GM0400	224.6342	613.2753	18.1142	21.8929
GM0402	283.3843	440.036	17.8954	27.078
GM0405	269.1781	546.5987	15.8126	13.4744
GM0406	295.4701	455.1189	16.7772	12.5531
GM0412	240.7288	571.853	21.2642	25.2978
GM0415	247.0433	495.1097	8.8311	19.678
GM0416	226.088	555.0512	15.9404	20.7388
GM0417	292.0799	442.7099	8.5755	15.1575
GM0420	267.4653	562.2172	24.6229	27.5269
GM0424	269.8532	465.7955	18.0828	15.5602
GM0425	283.8124	457.7872	20.6225	12.3501
GM0431	239.8145	495.3968	9.7186	13.8303
GM0432	252.5203	560.8556	17.0828	20.8289
GM0437	245.336	455.9801	13.1474	21.9
GM0439	254.9178	507.2463	15.8719	14.6777
GM0441	227.254	578.6818	14.1884	12.4684
GM0448	226.7534	650.9034	38.7094	56.0581
GM0450	218.8392	513.4547	14.0611	14.2011
GM0451	226.0294	440.913	19.873	13.4044
GM0453	202.0204	495.2071	29.1173	19.5543
GM0457	268.4302	457.3983	13.7758	11.4605
GM0458	234.1189	532.7949	27.8517	22.5058
GM0459	279.9543	561.8633	15.6246	19.6572
GM0462	262.7398	617.8587	44.2097	28.8191
GM0463	258.8104	592.2476	35.9407	43.937
GM0473	188.7988	472.2631	15.0806	21.8904
GM0476	220.1274	584.7656	28.4416	37.782
GM0478	260.2929	523.5957	17.6758	23.6567
GM0479	223.6056	499.6925	28.6937	26.2867
GM0482	206.0763	347.5307	11.4521	10.5788
GM0484	210.6546	415.3345	21.8396	18.2201
GM0489	184.6374	345.6918	14.1842	11.0125
GM0491	220.1798	368.5816	24.313	19.5826
GM0497	222.9601	405.6217	19.831	14.7328
GM0498	284.9891	548.1806	23.4546	21.8872
GM0499	207.6396	402.3837	13.9079	10.1648
GM0501	132.3639	356.1797	15.9389	20.5541
GM0502	193.022	366.651	12.7931	14.77
GM0503	160.0724	382.9119	13.3643	16.6595
GM0504	114.3391	322.2237	17.8278	27.0087
GM0505	219.8084	325.2291	40.9336	26.0769
GM0511	96.8715	334.329	38.3006	24.6879
GM0512	254.5316	342.372	17.0052	11.244
GM0513	213.34	387.0487	15.1121	10.9206
GM0518	151.895	401.1175	34.9058	28.3012
GM0523	237.2614	341.8933	19.1145	11.1094
GM0530	122.277	346.2255	23.2096	15.488
GM0531	201.8214	344.3553	11.2632	11.3196
GM0532	293.1564	556.6943	11.2762	9.9662
GM0534	193.8706	456.4696	10.7208	11.8172
GM0537	169.5199	429.9224	14.2021	16.0487
GM0542	195.7114	361.8829	14.488	6.9412
GM0545	271.4982	357.5259	19.8265	22.0905
GM0546	178.7545	420.8292	13.046	16.3865
GM0547	188.2342	422.0443	8.6965	12.6457
GM0553	188.5367	446.4285	9.1731	16.114
GM0556	142.6597	365.0111	12.3004	10.7757
GM0559	131.321	319.5093	23.5402	30.1828
GM0568	139.4963	340.6103	25.4008	21.9755
GM0569	225.7758	424.3586	32.4855	30.5364
GM0571	208.701	354.0346	18.8337	5.6892
GM0575	178.0431	449.9212	21.3869	30.0779
GM0576	183.2442	451.314	17.2004	20.5121
GM0579	176.5145	428.767	9.6695	10.648
GM0580	146.1202	306.2535	39.1041	18.8897
GM0584	167.3986	334.9264	11.4537	14.4804
GM0585	184.7337	328.1424	32.1595	27.0585
GM0588	152.6016	324.737	28.8597	28.5781
GM0589	237.2158	388.4583	19.7707	19.232
GM0590	212.6211	341.1169	11.5301	7.133
GM0595	222.3806	393.7172	32.78	16.0066
GM0597	195.984	350.3915	15.166	16.0417
GM0599	149.1988	363.6718	95.1932	40.268
GM0600	138.5729	363.1848	12.0698	11.4796
GM0603	154.1048	392.5008	10.3068	12.2151
GM0606	163.059	365.5288	10.3011	16.7469
GM0608	235.521	370.9114	7.7804	8.4454
GM0610	222.6424	340.0236	12.4928	7.9043
GM0611	174.0602	318.848	23.2207	22.083
GM0612	158.6943	342.661	22.9508	13.3941
GM0613	170.9966	346.007	16.8223	10.4931
GM0614	115.2907	356.4305	25.6531	22.6238
GM0617	188.9249	318.8258	22.1289	21.3863
GM0620	275.2939	374.0734	21.598	17.4671
GM0622	152.8193	363.8175	15.9122	14.3235
GM0623	225.1446	378.2148	24.7682	19.3717
GM0626	171.5469	414.3604	10.5799	11.9872
GM0627	204.1956	393.7072	17.7761	16.4212
GM0629	162.1187	418.2816	21.6545	22.9315
GM0632	242.8932	410.6104	32.7279	24.3702
GM0637	179.1879	398.4318	21.9194	15.478
GM0638	183.1709	411.2817	12.311	16.5693
GM0642	198.0406	338.6305	18.2804	11.6227
GM0643	205.7679	360.1633	26.2495	10.5566
GM0644	208.2707	371.7771	18.2734	22.1442
GM0653	342.0903	604.8191	35.9704	28.7608
GM0654	71.9366	245.6161	36.3949	29.7376
GM0664	76.3628	263.3424	41.6757	18.8194
GM0668	336.5314	344.9953	32.3172	21.3515
GM0677	114.2429	215.1764	46.6178	42.2525
GM0678	95.5953	256.0842	17.2752	19.8235
GM0683	353.4687	631.7448	38.7626	41.1372
GM0687	48.638	260.5367	26.8505	16.9518
GM0689	247.7781	352.9003	29.3397	25.3845
GM0693	227.9261	352.8087	38.2901	20.3751
GM0694	232.2215	361.2875	33.3212	17.1606
GM0703	122.4527	245.3347	44.4248	36.8555
GM0707	260.4554	363.4901	27.0911	26.1183
GM0710	317.4988	650.0857	65.3085	41.469
GM0715	73.0426	208.1268	56.1002	47.7836
GM0716	119.8431	276.0635	40.9665	41.8092
GM0717	36.6803	274.3013	47.3873	46.1944
GM0718	31.4331	253.9431	54.674	45.6874
GM0733	270.0507	344.8971	25.6	18.7674
GM0736	241.5646	435.042	28.9493	24.7874
GM0737	406.1514	683.9408	42.923	41.6192
GM0738	268.2506	319.3326	24.0418	19.1789
GM0743	380.0319	228.6687	27.696	26.5435
GM0744	240.2884	241.4005	38.164	21.9046
GM0748	147.6857	259.4551	23.9643	32.8378
GM0753	319.9578	259.3733	15.3184	19.105
GM0755	365.8032	283.364	20.6132	11.6727
GM0756	406.153	290.7339	30.0188	41.18
GM0757	308.5829	279.1208	24.7648	22.8154
GM0758	221.1674	272.3046	33.184	41.6488
GM0762	386.6023	239.1349	33.6114	37.9321
GM0765	557.4237	651.5813	20.3014	26.4516
GM0766	250.7523	292.9069	15.5379	17.842
GM0770	306.6148	230.154	23.6269	37.6143
GM0772	328.4723	243.9613	30.0	24.2272
GM0777	202.0438	276.4279	16.2098	29.3913
GM0779	239.0593	306.18	16.9737	12.0627
GM0784	242.8466	272.8758	23.4931	26.5977
GM0785	263.0157	258.3713	22.2135	17.2961
GM0786	373.8363	318.6543	16.9426	14.2561
GM0788	293.8898	288.8205	26.6065	21.0934
GM0794	359.7657	250.3078	25.9612	17.7661
GM0796	307.4881	310.1532	34.6572	24.5428
GM0797	283.9031	304.2892	26.3577	26.8714
GM0798	281.1414	253.6598	31.6655	29.4832
GM0808	327.1061	329.6659	28.2418	19.9218
GM0809	265.1923	292.255	18.4955	17.7345
GM0815	377.9837	301.8922	22.2478	23.338
GM0820	344.5378	253.3166	15.7099	25.9763
GM0823	303.1677	254.0877	31.3141	31.9603
GM0824	289.593	270.5155	23.0158	23.5777
GM0826	235.8099	290.1614	23.8109	26.8079
GM0828	348.9483	327.0379	38.9062	24.728
GM0840	189.4252	262.8516	24.3253	23.9268
GM0844	325.8846	287.232	20.3402	17.0741
GM0845	317.1362	294.5894	23.8266	25.3465
GM0846	330.4564	272.6774	26.5103	20.997
GM0847	367.8811	228.4759	20.8379	35.7189
GM0848	333.4849	261.3163	19.1285	11.9354
GM0851	151.3081	283.1823	39.3669	28.6337
GM0852	265.5936	496.0247	29.405	19.8958
GM0855	267.7501	278.2243	36.0267	27.7015
GM0856	360.1326	297.7292	29.3631	20.2123
GM0858	329.244	211.8192	21.7927	28.9744
GM0860	346.8573	282.5078	26.7223	24.514
GM0861	315.9964	233.7791	17.9116	15.5045
GM0865	298.6742	295.4804	18.5233	17.6117
GM0866	330.6989	228.2406	15.4999	9.8428
GM0867	260.2841	303.9084	30.0586	17.9241
GM0870	232.8908	324.8446	50.3831	28.8799
GM0873	155.4415	235.5999	26.1779	28.2847
GM0874	259.4982	328.9369	24.0464	18.1838
GM0879	201.02	253.8753	33.7788	31.847
GM0880	237.918	508.8217	22.3381	18.5726
GM0881	410.2707	124.2155	17.9841	9.8315
GM0882	421.8997	107.6993	16.3199	16.1384
GM0888	384.439	113.4922	16.1248	14.1115
GM0889	424.6095	199.7695	18.702	13.7431
GM0893	428.6436	279.7832	37.2111	43.1717
GM0899	410.9079	118.1884	14.1984	8.964
GM0905	370.4467	78.7498	10.8593	16.6975
GM0907	410.7097	306.2671	19.5231	25.9735
GM0917	409.0669	101.3907	20.9355	29.446
GM0928	422.289	100.7645	13.8453	15.561
GM0935	367.9077	96.199	19.6056	27.013
GM0936	383.7093	83.2004	20.2103	24.8543
GM0938	376.893	107.9688	14.3975	19.3512
GM0944	398.1288	319.1998	11.3521	15.2216
GM0946	376.8011	204.9548	36.5817	27.5628
GM0951	393.0379	108.8591	20.14	13.7209
GM0957	414.8961	184.3	26.2964	25.038
GM0962	397.8401	119.7042	16.2299	13.6148
GM0965	413.6315	89.6969	11.3904	14.6091
GM0971	376.306	125.2131	10.8292	22.7982
GM0981	411.3856	76.551	16.9889	12.6385
GM0983	437.5504	230.6282	24.3174	57.7819
GM0984	412.208	259.2619	47.3315	31.1091
GM0986	401.8916	99.9912	17.1592	16.2322
GM0988	364.0591	190.7182	35.4203	27.5082
GM0994	386.6103	97.0771	21.9286	15.6743
GM0995	325.066	516.7576	53.1219	77.0654
GM1507	418.2484	245.1089	47.5391	36.8762
GM1509	476.5798	358.8192	37.4768	37.8704
GM1525	183.0393	437.1833	16.1436	18.8671
GM1581	318.3324	389.1758	43.4572	28.9746
GM1586	501.3807	387.4973	35.1904	26.2318
GM1598	251.7719	544.3141	26.827	26.228
GM1621	180.3292	385.5162	22.03	25.3014
GM1640	395.3798	190.4292	41.5716	41.4471
GM1641	396.0558	171.4267	23.0493	29.1683
GM1651	505.7773	746.0364	72.56	52.9566
GM1652	375.1554	267.2721	31.5011	28.6124
GM1655	183.1089	280.059	29.1675	20.2386
GM1658	345.9295	221.5265	28.347	31.7968
GM1659	352.9311	264.976	23.8038	18.6808
GM1663	464.2845	726.8985	54.9633	29.9786
GM1667	279.1424	224.6591	20.8377	30.5017
GM1669	422.0946	168.6546	41.8647	24.6806
GM1671	328.3733	314.1179	14.6096	21.0664
GM1672	195.0495	409.8427	18.0492	24.9447
GM1674	166.4773	260.4247	33.7627	29.3604
GM1676	92.6761	304.8421	80.7438	42.607
GM1680	523.9481	629.6153	56.3227	56.904
GM1681	544.7943	609.436	48.724	47.4708
GM1684	391.7827	310.8046	23.0602	22.3359
GM1685	360.5815	309.2269	25.9464	29.4077
GM1690	468.2232	559.6338	47.949	46.6547
GM1695	65.4706	275.897	41.2625	20.0239
GM1696	271.5747	438.5497	19.0049	29.8773
GM1699	474.2032	657.2321	35.1592	54.8087
GM1700	500.9732	493.541	41.2034	27.9531
GM1701	456.5597	590.1266	54.6525	49.753
GM1702	390.1289	287.4416	31.5178	29.3463
GM1705	405.652	359.1149	29.3879	26.5144
GM1706	350.6375	203.6551	24.4998	33.3187
GM1708	410.9566	569.6695	61.7152	53.4111
GM1709	186.3094	298.3045	52.9803	27.8947
GM1711	401.5654	152.4962	37.9823	26.8256
GM1714	27.7555	216.9629	55.3998	41.5509
GM1719	219.0481	306.7187	32.4142	34.4455
GM1721	337.6195	302.8346	27.5582	28.3947
GM1722	384.2436	714.0724	32.6404	25.3209
GM1723	239.2536	258.8643	42.0303	25.1893
GM1724	309.2376	212.4435	32.6619	30.6442
GM1728	296.4743	224.5913	20.4367	32.7587
GM1729	399.7801	81.8251	25.9151	24.6798
GM1730	505.2192	661.8562	44.7366	42.8957
GM1731	493.424	601.2904	55.9905	67.2507
GM1734	377.7862	362.6028	38.923	25.9734
GM1735	502.1915	442.7151	51.6554	36.6688
GM1740	348.3772	362.363	39.8855	16.3594
GM1742	479.8511	454.3584	34.9621	21.1521
GM1771	350.0596	239.8022	20.5274	14.3711
GM1773	435.3758	476.6147	25.9848	39.0709
GM1774	552.464	477.4577	47.7704	49.6499
GM1783	137.7209	382.9455	28.1869	28.3621
GM1842	152.9151	375.8633	26.2535	24.5151
GM1859	502.1486	408.8076	55.358	40.6145
GM1876	458.1472	396.205	56.4997	42.383
GM1883	388.4183	134.2913	23.2947	31.6225
GM1884	202.0282	430.8925	28.8657	20.1897
GM1891	407.1322	701.9871	29.1365	24.6025
GM1892	199.2965	382.5382	21.9662	33.0154
GM1894	410.7702	214.955	45.6131	32.5653
GM1895	570.6568	690.511	48.6512	55.5678
GM1896	422.2114	535.1998	29.8655	29.0852
GM1916	168.1282	406.2408	24.3783	17.8932
GM1926	169.629	385.8029	16.0541	21.5286
GM1955	445.6653	363.6416	37.568	28.1047
GM1987	543.0393	677.0785	25.975	29.2155
