Code	X	Y	Width	Height
GM0003	536.9402	714.5618	12.6021	14.4024
GM0005	500.5992	708.7109	15.5328	24.3041
GM0007	578.0096	660.6653	28.5798	30.3801
GM0009	515.2241	702.8355	21.8287	19.7546
GM0010	550.7801	717.3748	48.8332	46.1328
GM0014	495.3082	689.3576	30.6051	21.6036
GM0015	454.2388	682.0439	34.4308	30.3801
GM0017	503.992	671.9173	22.2391	22.7286
GM0018	520.625	668.5416	28.1297	32.1804
GM0022	467.1785	672.4798	26.5545	34.6558
GM0024	517.587	721.313	36.4561	31.9554
GM0025	449.8506	671.2622	25.6543	26.2892
GM0034	297.3875	474.559	39.3816	33.0806
GM0037	558.7689	634.2233	36.0061	38.7065
GM0039	559.4444	682.3814	26.1037	39.1566
GM0040	527.0386	692.9582	40.9569	32.8555
GM0047	543.3538	655.0393	24.079	24.079
GM0048	579.6974	622.9714	29.705	55.8094
GM0050	329.5687	469.1581	49.2816	47.483
GM0051	378.9637	624.4151	45.0076	39.7935
GM0052	566.7578	670.9045	14.6275	13.5023
GM0053	484.844	719.4002	23.1789	42.5321
GM0055	384.5896	656.6146	39.1566	38.0314
GM0056	466.0533	702.105	41.857	33.0151
GM0058	412.9444	730.6644	51.3086	44.7579
GM0059	429.3722	685.0819	32.4054	31.5053
GM0060	379.0762	744.1543	54.2341	12.8272
GM0063	356.6849	702.6348	31.5053	27.4546
GM0064	338.6819	648.5132	9.4516	8.7765
GM0065	407.0934	702.0722	29.2549	24.5291
GM0070	339.5821	681.9314	27.4546	34.2057
GM0072	327.5425	676.7555	14.1774	16.6528
GM0074	417.4452	626.7971	48.6082	32.4054
GM0079	435.4482	708.2608	37.3563	28.8048
GM0080	383.0144	678.4433	26.5545	30.3801
GM0081	377.0509	697.5715	17.778	17.778
GM0082	375.0255	595.8544	36.6812	24.9792
GM0083	361.1857	685.3069	22.0537	22.5038
GM0085	449.7381	631.0728	51.5337	42.3071
GM0086	430.1598	644.8001	60.9852	41.407
GM0088	445.6874	753.3809	37.1312	16.4278
GM0090	414.7447	661.7905	47.2579	22.2787
GM0091	363.211	640.6369	21.1536	14.6275
GM0093	313.5902	731.8898	61.8854	25.6543
GM0096	260.9314	696.7839	47.0329	25.6543
GM0098	415.9824	600.9177	64.5859	36.0061
GM0104	329.0053	614.8701	31.9554	40.9569
GM0106	495.1957	633.2107	22.2787	32.6305
GM0109	520.8501	572.4505	43.8823	63.2356
GM0114	556.8564	573.3796	39.831	60.143
GM0118	490.2449	565.5322	34.8809	36.347
GM0119	442.3118	563.1262	25.4293	26.0747
GM0140	357.135	663.8158	36.0061	29.48
GM0141	513.3113	469.8332	18.9032	27.2296
GM0147	526.701	462.0694	17.3279	14.4024
GM0148	453.7888	511.1276	33.9807	43.6573
GM0150	449.4005	450.1424	43.2073	26.1044
GM0153	545.9791	440.3533	34.5811	31.2803
GM0158	529.0639	424.4881	40.9569	22.0537
GM0160	493.1704	526.3177	70.8869	51.9837
GM0163	483.3812	480.7475	40.0567	36.0061
GM0164	531.8769	447.3294	22.7288	30.8302
GM0166	400.0047	519.9041	33.5306	37.8064
GM0168	566.0826	459.9241	20.9285	39.8168
GM0171	379.3012	564.2366	59.635	58.5098
GM0173	551.1176	461.5068	13.9523	12.8272
GM0175	482.9312	510.7901	44.1074	41.1819
GM0177	453.9013	479.8474	40.0567	43.2073
GM0180	443.8871	542.0703	35.3309	27.6797
GM0183	535.7468	485.1358	42.6207	37.1312
GM0184	354.2095	548.8215	9.4516	8.3264
GM0189	496.6585	469.3831	25.2042	37.1312
GM0193	428.0219	511.3527	31.5053	36.9062
GM0196	425.0964	352.1384	27.9047	18.6781
GM0197	500.9342	361.8151	31.5053	30.3801
GM0200	397.5293	427.3011	54.2341	53.334
GM0202	396.9667	383.7562	28.8048	36.0061
GM0203	357.4726	425.0507	52.4338	35.781
GM0209	373.9003	348.0877	24.5291	15.9777
GM0213	429.9348	410.4232	32.6305	25.8793
GM0214	322.3667	364.403	53.334	27.9047
GM0216	290.1863	369.3538	19.5783	14.8525
GM0221	434.9981	387.4694	10.3517	11.4769
GM0222	456.2642	372.6169	42.0821	17.778
GM0225	352.4092	349.3255	23.854	16.2027
GM0226	415.6449	369.2413	15.7526	17.3279
GM0228	373.9003	400.0715	62.3355	40.2818
GM0230	387.7402	486.0359	25.6543	28.1297
GM0232	407.2059	464.2073	38.9315	35.781
GM0233	359.2729	453.1804	32.6305	22.2787
GM0236	293.3368	354.9514	34.8809	22.0537
GM0241	403.2678	328.622	17.553	22.0537
GM0243	357.6976	467.2453	20.9285	19.3533
GM0244	419.9206	501.7886	15.7526	16.4278
GM0246	418.3365	484.1231	27.437	24.7542
GM0252	384.1395	327.3843	25.6542	14.6275
GM0262	462.5652	426.0634	51.9837	37.3563
GM0263	303.9136	328.3969	37.5813	26.1044
GM0265	416.9951	347.3001	12.152	11.2519
GM0267	337.6693	435.2899	37.1312	23.4039
GM0268	387.2901	342.9299	23.4039	26.2934
GM0269	402.5927	496.6127	29.705	32.6305
GM0273	348.021	443.9539	31.7303	22.2787
GM0274	380.764	380.1556	24.3041	16.2027
GM0275	419.6955	390.3949	28.3548	28.5798
GM0277	408.5562	392.1952	11.0269	20.0284
GM0279	335.4189	404.6848	12.3771	10.3517
GM0281	320.0038	353.8262	22.0537	17.553
GM0282	405.9682	343.0244	22.5038	15.7526
GM0285	429.5972	442.041	25.6543	46.8079
GM0289	361.1857	374.3047	18.4531	16.2027
GM0293	409.2313	372.3918	7.8763	10.5768
GM0294	526.0259	375.8799	31.2803	36.0061
GM0296	366.5866	337.0507	31.5053	23.6087
GM0297	280.5002	327.6093	44.3136	22.2787
GM0299	426.1091	370.9291	25.8793	30.6051
GM0301	448.6129	415.0365	29.0299	20.2534
GM0302	378.4011	466.5702	30.8302	34.6558
GM0303	368.1619	504.9391	45.4576	60.0851
GM0304	302.1133	340.3239	40.7318	14.8525
GM0305	253.3926	448.6797	17.553	19.1282
GM0307	319.4412	423.0253	27.2296	27.6797
GM0308	300.763	431.8018	19.1282	16.8778
GM0310	283.6602	418.2995	20.9285	29.93
GM0311	255.1929	425.6133	21.1536	25.6543
GM0312	291.7615	391.6326	19.5783	20.2534
GM0313	313.5902	442.041	14.1774	17.1029
GM0317	301.3256	444.7415	16.6528	15.7526
GM0321	288.4985	384.0938	23.4039	24.5291
GM0327	322.1416	413.4634	31.2803	17.9986
GM0329	262.2816	441.4784	13.2772	26.3294
GM0331	250.3546	377.6802	35.3309	22.0537
GM0333	268.1326	419.3122	18.2281	15.7526
GM0335	249.6795	393.5454	23.1789	17.3279
GM0339	340.0321	400.2965	10.3517	16.4278
GM0340	343.7453	377.2301	23.1789	18.9032
GM0342	304.2511	421.4501	16.2027	23.629
GM0344	271.1706	403.222	34.6558	29.0299
GM0345	343.5202	387.8069	11.927	13.0522
GM0351	319.9296	402.2093	30.7534	18.4531
GM0352	309.202	379.7899	26.5545	18.1718
GM0353	262.7317	388.7071	15.0775	17.553
GM0355	299.0753	410.7608	21.6036	27.9047
GM0356	273.3084	389.6072	10.5768	16.2027
GM0358	219.862	447.7795	23.854	22.2787
GM0361	221.7748	541.8453	14.1774	22.7288
GM0362	236.0647	453.968	17.553	22.0537
GM0363	243.3784	471.1834	51.9837	38.4815
GM0364	292.3241	565.5868	16.2027	11.2519
GM0365	231.6764	519.5666	13.2772	14.1774
GM0366	234.6019	596.642	23.1789	29.2549
GM0370	246.2625	523.1672	25.0619	25.8793
GM0372	197.0206	463.0821	4.2757	3.8256
GM0373	210.6354	549.0465	22.0537	45.6827
GM0375	204.7844	502.3512	19.3533	11.702
GM0376	298.7377	452.1677	17.3279	12.6021
GM0377	195.6704	476.2468	13.7273	31.9554
GM0381	284.7854	449.7645	9.6766	7.3455
GM0383	211.7606	522.6046	27.9047	16.2027
GM0384	257.1057	466.0076	14.1774	10.5768
GM0385	265.4321	508.7648	13.2772	10.1267
GM0388	301.7757	561.6486	7.6513	15.0775
GM0392	204.2218	478.7222	13.2772	22.5038
GM0393	215.0236	484.0106	13.7273	14.1774
GM0394	210.1853	457.7937	41.407	42.7572
GM0395	224.3627	566.5995	24.3041	21.8287
GM0396	206.1346	510.115	20.2534	11.4769
GM0397	199.9461	468.4837	7.8763	10.1282
GM0398	235.3896	552.1971	17.553	22.7288
GM0399	215.1362	533.1814	12.6021	11.702
GM0400	223.35	613.4073	15.5276	21.8287
GM0402	283.3226	440.0157	18.003	27.0045
GM0405	269.1452	546.6836	15.7526	13.5023
GM0406	295.0246	454.7557	15.7526	11.4769
GM0412	240.6912	572.0004	21.3521	25.4293
GM0415	246.979	495.15	8.7765	19.8033
GM0416	226.0505	555.2351	15.9777	20.7035
GM0417	291.9866	442.8287	8.3264	15.0775
GM0420	267.3449	562.3238	24.7542	27.6797
GM0424	269.7078	462.632	17.778	9.2266
GM0425	283.7727	457.9062	20.7035	12.3771
GM0431	239.7778	495.4875	9.6766	13.7273
GM0432	252.4924	560.9735	17.1029	20.9285
GM0437	245.2912	456.1059	13.0522	21.8287
GM0439	254.8553	507.4183	15.9777	14.6349
GM0441	227.1757	578.7515	14.1774	12.3771
GM0448	226.388	650.9887	39.6067	56.0344
GM0450	218.8493	513.4905	14.1774	14.1774
GM0451	225.938	440.9158	19.8033	13.5023
GM0453	201.9697	495.375	29.0334	19.8033
GM0457	268.3576	457.4562	13.7273	11.4771
GM0458	234.0393	532.9563	27.9047	22.5038
GM0459	279.9685	561.9862	15.7098	19.8033
GM0462	262.7317	618.0206	44.3325	28.8048
GM0463	258.7935	592.1413	36.0061	43.2073
GM0473	188.6942	472.3086	15.0775	21.8287
GM0476	220.087	584.9401	28.3548	37.8064
GM0478	260.2562	523.6172	17.778	23.629
GM0479	223.5751	499.7632	28.5798	26.3294
GM0482	206.0221	347.5252	11.4769	10.8018
GM0483	196.233	430.6766	17.553	14.1774
GM0484	210.6354	415.3741	22.0537	18.2281
GM0489	184.6435	345.8374	14.1774	11.0269
GM0491	220.087	368.6787	24.3041	19.8033
GM0497	222.9	405.6721	20.0284	14.5768
GM0498	285.0104	548.2589	23.629	22.0537
GM0499	207.5974	402.4344	13.7273	10.3517
GM0501	132.4348	356.1891	15.9777	20.4784
GM0502	192.9699	366.6534	12.8272	14.8525
GM0503	160.0019	382.8561	13.5023	16.6528
GM0504	114.3192	322.771	17.553	25.6543
GM0505	219.862	325.2464	40.9569	26.1044
GM0511	96.7663	334.3604	38.2564	24.5291
GM0512	254.7428	342.4415	16.6528	11.4364
GM0513	213.2233	387.0193	15.0775	11.0269
GM0518	151.9005	401.1967	34.6558	28.1297
GM0523	237.3024	341.8992	19.1282	11.2519
GM0530	122.6456	346.2874	22.5038	15.5276
GM0531	201.8589	344.4237	11.2519	10.8999
GM0532	293.2243	556.7691	11.2519	9.9841
GM0534	193.8701	456.556	10.5768	11.927
GM0537	169.4535	430.0015	13.9523	15.9777
GM0542	195.6704	361.9276	14.6275	6.7511
GM0545	271.3956	357.6519	19.8033	22.0537
GM0546	178.68	420.8875	13.0522	16.2027
GM0547	188.2441	422.1376	8.7765	12.8024
GM0553	188.4692	446.5418	9.2266	16.2027
GM0556	142.5615	365.0781	12.3771	10.8018
GM0559	131.3096	318.1577	23.629	27.2296
GM0563	204.6719	382.3259	11.0269	12.7623
GM0567	199.1585	374.1921	10.3517	16.4278
GM0568	139.861	340.6615	24.5291	21.8287
GM0569	225.7129	424.3756	32.4054	30.3801
GM0571	208.7226	354.0512	18.6781	5.851
GM0575	178.0049	449.9174	21.6036	30.1551
GM0576	183.1808	451.3801	17.1029	20.4784
GM0579	176.5427	428.6513	9.6756	10.1267
GM0580	146.4996	306.3432	37.3563	18.9032
GM0584	167.3156	334.923	11.4769	14.4024
GM0585	184.6435	328.1719	32.1804	27.0045
GM0588	152.9132	326.8217	28.5798	24.3041
GM0589	237.1855	388.482	19.8121	19.3533
GM0590	212.317	341.1116	11.9393	6.9762
GM0595	222.4499	393.809	33.0806	15.9006
GM0597	195.8954	350.4506	15.0775	16.2027
GM0599	149.0875	363.6154	95.1908	40.2818
GM0600	138.6233	363.1653	12.152	11.4769
GM0603	154.1509	392.5788	10.3517	12.2442
GM0606	162.9274	365.5282	10.3517	16.6528
GM0608	235.5021	370.8166	7.8763	8.3264
GM0610	222.5624	339.9864	12.6021	7.8763
GM0611	173.9542	318.9453	23.4039	22.0537
GM0612	158.6517	342.6868	22.9539	13.2772
GM0613	170.9162	345.9499	16.8778	10.3517
GM0614	115.4444	356.5267	25.2042	22.5038
GM0617	188.9193	318.8328	22.2787	21.3786
GM0620	275.3338	374.1921	21.8287	17.3279
GM0622	152.8007	363.8404	15.7526	14.1774
GM0623	225.1503	378.3523	24.9792	19.3471
GM0626	171.4788	414.4739	10.3517	11.927
GM0627	204.2218	393.7697	17.778	16.4264
GM0629	162.0272	418.4121	21.6036	22.9539
GM0632	242.8158	410.6483	32.8555	24.5291
GM0637	179.1301	398.6087	22.0537	15.3026
GM0638	183.0683	411.2109	12.3771	16.6528
GM0642	198.0333	338.6362	18.4531	11.4769
GM0643	205.7971	360.2398	26.3294	10.5768
GM0644	208.2725	371.9418	18.2281	22.2787
GM0645	203.6592	431.0142	25.6543	20.2534
GM0653	342.0872	604.9684	35.9466	28.8048
GM0654	71.8996	245.6955	36.2311	29.48
GM0664	76.1753	262.9109	41.632	18.003
GM0668	336.5441	345.0497	32.1804	21.1536
GM0677	115.3319	214.8654	44.3325	41.632
GM0678	95.5286	256.1598	17.3279	19.8033
GM0683	353.5345	631.8604	38.7063	41.1819
GM0687	48.6082	260.548	27.0045	16.8778
GM0689	247.7666	352.9261	29.2549	25.2042
GM0693	227.9633	352.8135	38.2564	20.4784
GM0694	232.239	361.365	33.3056	17.3279
GM0703	122.4206	245.358	44.5575	36.9062
GM0707	260.4813	363.5028	27.2296	26.1044
GM0710	317.4158	650.201	65.486	41.407
GM0715	73.0248	205.1887	56.0344	41.632
GM0716	119.1575	276.1882	39.8317	41.857
GM0717	36.6812	274.2753	47.2579	46.1328
GM0718	41.9696	249.5212	29.48	11.927
GM0733	270.0454	344.9372	25.6543	18.6781
GM0736	241.5781	435.1774	29.0299	24.5291
GM0737	406.1933	684.0692	42.7572	41.632
GM0738	268.2451	319.2829	23.854	19.1282
GM0743	380.0889	228.7052	27.9047	26.5545
GM0744	240.3404	241.4198	37.8064	21.8287
