Code	X	Y	Width	Height
GM0748	147.6248	259.5316	23.854	32.8481
GM0753	320.0038	259.4228	15.3026	19.1282
GM0755	365.799	283.3894	20.4784	11.702
GM0756	406.1933	290.7031	30.1551	41.1819
GM0757	308.5269	279.1137	24.7542	22.9539
GM0758	221.0997	272.25	33.0806	41.632
GM0762	386.615	239.1694	33.7557	38.0314
GM0765	557.5312	651.6638	20.4784	26.3294
GM0766	250.8047	292.9535	15.5276	17.778
GM0770	306.614	230.1679	23.629	37.5813
GM0772	328.3387	244.1203	29.7221	24.079
GM0777	202.084	276.4132	16.2027	29.2549
GM0779	238.9902	306.3432	17.1029	11.702
GM0784	242.8158	272.8126	23.4039	26.5545
GM0785	262.9567	258.4102	22.2787	17.553
GM0786	373.9003	318.7203	16.8778	14.4024
GM0788	293.8994	288.9028	26.5545	20.9285
GM0794	359.723	250.4213	25.8793	17.778
GM0796	307.4017	310.2814	34.6558	24.5291
GM0797	283.8852	304.3179	26.3294	26.5545
GM0798	281.1624	253.7644	31.6857	29.415
GM0808	327.0925	329.7472	28.1297	19.8033
GM0809	265.0946	292.3909	18.4531	17.553
GM0815	377.951	301.8425	22.2787	23.4039
GM0820	344.5276	253.3468	15.7419	25.8793
GM0823	303.2385	254.1345	31.2803	31.9554
GM0824	289.6237	270.5622	22.9539	23.4039
GM0826	235.8396	290.253	23.854	26.7795
GM0828	349.0337	327.0467	39.1566	24.7542
GM0840	189.4818	262.9109	24.3041	23.854
GM0844	325.9673	287.215	20.4784	17.1029
GM0845	317.0783	294.6413	23.854	25.2042
GM0846	330.468	272.7001	26.3294	20.9285
GM0847	367.9368	228.4801	20.7035	35.556
GM0848	333.3935	261.3357	19.1282	12.152
GM0851	151.3379	283.1643	39.3816	28.3548
GM0852	265.4321	496.0501	29.0299	19.8033
GM0855	267.795	278.326	36.0061	27.6797
GM0856	360.173	297.7918	29.48	20.2534
GM0858	329.1178	211.9399	21.8287	29.0299
GM0860	346.8958	282.6017	26.7795	24.5291
GM0861	315.9531	233.656	18.003	15.3026
GM0865	298.6252	295.6539	18.4531	17.778
GM0866	330.6931	228.2551	15.5276	9.9017
GM0867	260.2562	303.8678	29.93	18.003
GM0870	232.9141	324.7963	50.4085	28.8048
GM0873	155.3886	235.6814	26.3294	28.3548
GM0874	259.4686	328.9595	23.854	18.2281
GM0879	200.9588	253.9094	33.7557	31.9554
GM0880	237.9775	508.9898	22.2787	18.6781
GM0881	410.2439	124.1751	18.003	9.6766
GM0882	421.9459	107.6348	16.2027	16.2027
GM0885	443.212	245.4705	11.4769	28.1297
GM0888	384.3646	113.5847	16.2027	14.1502
GM0889	424.7589	199.7878	18.6781	13.7273
GM0893	428.697	279.1137	37.3563	44.5575
GM0899	410.9327	117.9866	14.3751	8.5514
GM0905	370.4123	78.7175	10.8018	16.8778
GM0907	410.8065	306.2307	19.5783	25.8793
GM0917	409.0062	101.4517	20.9285	29.4909
GM0918	409.6814	215.9905	23.629	24.5291
GM0928	422.2835	100.7712	13.7273	15.5276
GM0929	421.8334	205.5257	19.1282	13.5034
GM0934	420.5957	220.6038	26.1044	21.1536
GM0935	367.9368	96.1579	19.8033	27.0045
GM0936	383.6895	83.2182	20.2534	24.9792
GM0938	376.9384	107.8599	14.4024	19.3533
GM0941	394.1537	216.1031	12.3771	14.4024
GM0944	398.2044	319.1704	11.4769	15.3026
GM0946	376.8258	204.9637	36.6812	27.6797
GM0951	393.0286	108.76	20.0284	13.5023
GM0957	415.1948	184.2602	25.6543	24.9792
GM0962	397.8669	119.6744	16.2027	13.7273
GM0964	412.6068	232.8684	27.2296	12.3771
GM0965	413.6195	89.7443	11.2519	14.6275
GM0971	376.2632	125.1842	10.8018	22.9466
GM0981	411.3691	76.5796	17.1029	12.6021
GM0983	437.4735	219.7037	24.3041	36.0061
GM0984	407.0934	259.2874	36.9062	31.0093
GM0986	401.9175	99.9835	17.1029	16.2027
GM0988	364.1112	190.7863	35.556	27.2296
GM0993	427.5719	260.9788	17.553	21.8672
GM0994	386.615	97.1672	22.0537	15.5208
GM0995	325.0671	516.8661	53.334	77.188
GM1507	418.2328	246.8207	47.483	31.2803
GM1509	476.6301	358.8896	37.3563	38.0314
GM1525	183.0683	437.3152	15.9777	18.9032
GM1581	318.316	389.2697	43.4323	29.0299
GM1586	501.2185	387.4694	35.4375	26.3294
GM1598	251.7048	544.4332	26.7795	26.1044
GM1621	180.2553	385.5565	22.0537	25.2042
GM1640	395.3915	190.4488	41.407	41.407
GM1641	396.1791	171.4331	23.1789	29.0299
GM1651	505.4349	746.1797	72.9123	52.8839
GM1652	375.138	267.2992	31.5053	28.5798
GM1655	183.0683	280.0138	29.0299	20.2534
GM1658	345.8831	221.4909	28.3548	31.9815
GM1659	352.8593	265.0488	23.854	18.6781
GM1661	582.3979	685.532	25.2042	28.3548
GM1663	464.3655	727.0514	54.6842	29.93
GM1666	195.3328	387.0193	13.9523	24.079
GM1667	279.1594	224.6545	20.9285	30.6051
GM1669	422.171	168.6201	41.857	24.7542
GM1671	328.4427	314.2196	14.6275	21.1536
GM1672	194.9604	409.9731	18.2979	24.9792
GM1674	166.528	260.4355	33.7557	29.2549
GM1676	92.4905	305.8932	80.1135	36.4561
GM1680	523.8824	629.7226	56.2481	56.7095
GM1681	544.8166	609.6881	48.6082	47.6957
GM1684	391.6783	310.844	23.1789	22.5038
GM1685	360.0472	311.069	24.7276	25.6543
GM1690	468.1912	559.7358	47.9331	46.8079
GM1695	65.261	276.0756	40.9569	19.5783
GM1696	271.6207	438.553	18.9032	29.93
GM1699	474.1547	657.4022	35.1059	54.9092
GM1700	501.0467	493.6872	41.1819	28.1297
GM1701	456.4892	590.2284	54.6842	49.7334
GM1702	390.2156	287.4401	31.5053	29.2549
GM1705	405.5183	359.2271	29.2553	26.5545
GM1706	350.7214	203.726	24.5291	33.3056
GM1708	410.9191	569.6375	61.6604	53.559
GM1709	186.4438	297.6793	52.4338	26.7795
GM1711	401.58	152.5299	38.0314	26.7795
GM1714	27.7743	216.8907	55.5486	41.1819
GM1719	218.9618	306.7933	32.4054	34.2057
GM1721	337.5567	302.8551	27.4546	28.5798
GM1722	384.2521	714.2243	32.6305	25.4293
GM1723	239.2152	258.8602	41.857	25.2042
GM1724	309.3145	212.5025	32.6305	30.6051
GM1728	296.4874	224.4295	20.4784	32.4054
GM1729	399.7797	81.7555	25.8793	24.7542
GM1730	505.3224	661.903	44.7825	42.7572
GM1731	493.3954	601.4803	56.0344	67.2863
GM1734	377.726	362.6027	38.9315	26.1044
GM1735	502.2844	442.7161	51.7587	36.4561
GM1740	348.3585	362.4902	40.0567	16.4278
GM1742	479.8932	454.4181	34.8809	21.1536
GM1771	350.0463	239.732	20.4784	14.4024
GM1773	435.4482	476.6969	26.1044	39.1566
GM1774	552.4679	477.4845	47.708	49.7334
GM1783	137.6106	383.0811	28.1297	28.3548
GM1842	152.9132	375.8799	26.3294	24.7542
GM1859	502.2844	408.848	55.3593	40.7318
GM1876	458.177	396.2458	56.7095	42.5321
GM1883	388.4153	134.3018	23.4039	31.7303
GM1896	422.2835	535.3192	29.93	29.0299
GM1916	168.1033	406.26	24.3041	18.003
GM1926	169.566	385.7816	15.9777	21.6036
GM1955	445.6874	363.6154	37.5813	28.1297
GM1987	543.1288	677.2056	25.8793	29.2549
