Code	X	Y	Width	Height
GM0003	536.9366	714.3405	12.6982	14.3602
GM0005	500.4397	708.5501	15.4315	24.4182
GM0007	578.0069	660.4895	28.5662	30.5036
GM0009	515.1269	702.6512	21.9085	19.7008
GM0010	550.6916	717.1963	48.8569	46.0952
GM0014	495.2046	689.2399	30.558	21.6183
GM0015	454.1079	681.9698	34.4868	30.3984
GM0017	504.0659	671.7822	22.3485	22.5276
GM0018	520.5918	668.3901	28.0386	32.3811
GM0022	467.2417	672.3803	26.596	34.5116
GM0024	517.3168	721.1909	36.9197	32.0009
GM0025	449.8345	671.0819	25.7199	26.5374
GM0034	297.2711	474.4366	39.405	32.9549
GM0037	558.7389	634.1932	36.1277	38.6309
GM0040	526.9681	692.8363	40.8572	32.9514
GM0047	543.3525	654.8097	24.1793	24.0065
GM0048	579.7002	622.7716	29.7553	55.8496
GM0050	329.6571	468.9844	49.2233	47.5678
GM0053	484.7776	719.1691	23.1314	42.5053
GM0056	466.0261	702.0125	41.9379	33.0378
GM0058	412.7692	729.9837	51.1106	43.6501
GM0059	429.3747	684.89	32.2812	31.3906
GM0060	378.7813	743.8126	53.9	12.3758
GM0063	356.6784	702.5085	31.6546	27.4223
GM0070	339.5075	681.8373	27.626	34.1356
GM0072	321.5891	667.9136	26.068	33.8584
GM0074	410.7458	632.2387	61.8614	43.2775
GM0079	435.5365	708.0779	37.3317	28.6651
GM0080	386.3175	668.6957	33.2802	49.5226
GM0081	377.0414	697.4051	17.7235	17.61
GM0085	449.6239	630.9402	51.6208	42.2762
GM0086	430.1766	644.5483	60.9914	41.4513
GM0088	443.2809	755.2982	49.7428	14.3243
GM0090	414.7536	661.7135	47.4099	22.35
GM0093	312.7327	719.1701	58.9655	49.6086
GM0096	260.6983	697.163	46.7436	25.3178
GM0098	415.9451	600.6669	64.746	35.9946
GM0106	495.1212	633.0217	22.1429	32.4729
GM0109	520.8418	572.2333	43.7545	63.0795
GM0114	556.8347	573.2834	39.801	60.1215
GM0118	490.2019	565.3905	34.8636	36.3527
GM0119	442.2641	563.0191	25.4506	26.0554
GM0140	357.1186	663.7133	36.0676	29.3074
GM0141	513.2682	469.8305	18.9006	27.2489
GM0147	526.643	461.9903	17.256	14.4248
GM0148	453.7135	511.0428	33.9841	43.608
GM0150	449.4026	450.0399	43.2097	26.0164
GM0153	545.9342	440.3034	34.5617	31.1609
GM0158	529.0501	424.4581	40.8999	22.03
GM0160	493.2388	526.2002	70.8387	52.1331
GM0163	483.3628	480.6654	40.1965	36.1054
GM0164	531.7487	447.2061	22.7021	30.6868
GM0166	397.2718	519.8966	38.9415	37.7977
GM0168	566.0034	459.7558	20.9647	39.6912
GM0171	381.8463	563.7592	64.5488	59.1034
GM0173	551.1291	461.4574	13.8106	12.7298
GM0175	482.9447	510.7249	43.9334	41.0116
GM0177	454.0117	479.6656	39.9473	43.2401
GM0180	443.8715	541.9667	35.3802	27.7927
GM0183	535.8661	484.9999	42.6627	37.0393
GM0184	354.166	548.7692	9.7178	8.2654
GM0189	496.5989	469.3947	25.1951	37.0983
GM0193	428.028	511.3155	31.4375	36.9487
GM0196	425.088	352.1579	28.0213	18.8338
GM0197	500.8298	361.8281	31.2298	30.3595
GM0200	397.5127	427.2461	54.2893	53.1518
GM0202	396.9424	383.6845	29.0091	36.1822
GM0203	357.4506	424.9568	52.2167	35.6258
GM0209	373.9495	348.0502	24.4317	15.7871
GM0213	430.0112	410.3034	32.653	25.742
GM0214	322.433	364.3717	53.2381	28.1504
GM0216	290.2622	369.2974	19.7637	14.8325
GM0221	435.0527	387.2697	10.3257	11.7085
GM0222	456.2385	372.5417	41.8679	17.776
GM0225	352.4085	349.2356	23.8387	16.3627
GM0226	415.6228	369.158	15.8043	17.487
GM0228	373.9992	400.0159	62.3883	40.4017
GM0230	387.6373	485.8808	25.6549	28.1646
GM0232	407.2379	464.135	38.8395	35.8026
GM0233	359.2893	453.1256	32.8169	22.2906
GM0236	293.396	354.8154	34.8553	22.0272
GM0241	403.3018	328.4572	17.5404	21.9777
GM0243	357.6389	467.2078	21.0133	19.3538
GM0244	419.8626	501.714	15.7931	16.4388
GM0246	418.2678	483.9931	27.4532	24.6396
GM0252	384.0643	327.3712	25.3289	14.5993
GM0262	462.5396	425.992	52.1133	37.2512
GM0263	303.8769	328.3108	37.6659	26.0315
GM0265	416.983	347.1984	12.0504	11.1228
GM0267	337.6993	435.7143	37.1348	24.4498
GM0268	387.3697	342.7769	23.232	26.0504
GM0269	402.6373	496.5614	29.7964	32.5828
GM0273	347.6623	443.8028	32.1658	22.3126
GM0274	380.8316	380.0161	24.2883	16.3074
GM0275	419.6897	390.2679	28.5641	28.55
GM0277	408.5974	392.1828	11.0389	19.9446
GM0279	335.5	404.5809	12.237	10.3558
GM0281	320.2217	353.7445	22.3671	17.7546
GM0282	406.0841	342.9859	22.8564	15.8076
GM0285	429.3169	441.8874	26.2251	46.749
GM0289	361.1608	374.1843	18.2285	16.1365
GM0293	409.2673	372.2318	8.2763	10.5221
GM0294	525.9915	375.8536	31.3848	36.019
GM0296	366.6344	337.0626	31.4722	23.5717
GM0297	280.5415	327.5356	44.6782	22.3624
GM0299	426.1628	370.9093	25.8639	30.5995
GM0301	448.6795	415.0419	28.9662	20.2266
GM0302	378.4085	466.4977	31.0212	34.8773
GM0303	368.1316	505.3106	45.3419	61.5046
GM0304	302.186	340.31	40.7352	14.8331
GM0307	319.4617	423.0066	27.396	27.6281
GM0308	300.7792	431.827	18.9535	16.8273
GM0310	283.668	418.1868	20.8776	29.8484
GM0312	291.8583	391.7578	19.5506	20.6745
GM0313	313.5533	441.9234	14.2663	17.0274
GM0317	301.2983	444.7342	16.5634	15.5769
GM0321	288.59	384.0265	23.4401	24.3679
GM0327	322.1092	413.3616	31.2575	18.0702
