Code	X	Y	Width	Height
GM0331	250.3549	377.6103	35.1463	21.7658
GM0335	249.6679	393.4435	23.0093	17.4527
GM0339	340.1007	400.1395	10.3392	16.4787
GM0340	343.7677	377.1592	23.1543	18.7651
GM0342	304.2445	421.372	16.4004	23.5178
GM0344	271.2601	403.1705	34.6392	28.8737
GM0345	343.5687	387.8385	11.9909	13.0085
GM0351	319.893	402.068	30.7816	18.5577
GM0352	309.2327	379.6764	26.5933	17.9877
GM0353	262.732	388.6245	15.2572	17.4895
GM0355	299.0069	410.7393	21.554	28.2274
GM0356	273.3602	389.5381	10.5698	16.2218
GM0358	219.8881	447.7329	23.66	22.1838
GM0361	221.8784	541.8508	14.0768	22.7676
GM0362	236.0836	453.9134	17.5789	22.1995
GM0363	243.4199	471.0659	51.9877	38.4902
GM0365	231.7755	519.4558	13.2177	14.3048
GM0370	246.2475	522.9693	24.9334	25.83
GM0373	210.6477	549.033	21.9131	45.6448
GM0375	204.8171	502.302	19.1815	11.5527
GM0376	299.5995	452.052	19.1103	12.5565
GM0377	195.6528	476.1794	13.7716	32.152
GM0381	284.6857	449.7043	9.7548	7.3156
GM0383	211.8416	522.5235	27.937	16.4067
GM0384	257.1423	466.0097	14.1393	10.5537
GM0385	265.4447	508.594	13.3904	10.3873
GM0388	299.3543	568.4167	13.5515	30.3941
GM0392	204.2648	478.5982	13.3709	22.4191
GM0393	215.0923	483.896	13.7982	14.0155
GM0394	210.3328	457.7125	41.491	42.8732
GM0396	206.1504	509.9361	20.3055	11.3997
GM0397	199.8969	468.4395	7.8264	10.1852
GM0398	235.335	552.0145	17.5193	22.6354
GM0399	215.1321	533.0793	12.3141	11.545
GM0400	224.6206	613.283	18.1364	21.8344
GM0402	283.3821	439.9959	17.9059	27.0212
GM0405	269.3426	546.5919	16.1649	13.5041
GM0406	295.4996	455.0936	16.7181	12.3899
GM0415	247.0467	495.0839	8.8152	19.671
GM0416	226.0631	555.0395	15.9967	20.7587
GM0417	292.0292	442.6648	8.5942	15.1458
GM0420	277.8902	562.1943	45.595	27.5349
GM0424	269.8527	465.7791	18.0826	15.5222
GM0425	283.8163	457.7567	20.6469	12.3677
GM0431	239.8843	495.4229	9.6919	13.7911
GM0432	252.5171	560.8185	17.0592	20.7776
GM0437	245.3432	455.982	13.0813	21.9009
GM0439	254.9357	507.2147	15.8375	14.6545
GM0441	221.2496	579.555	30.6645	48.1156
GM0448	226.8033	650.6645	38.5855	56.3549
GM0450	218.8254	513.4387	14.0334	14.1701
GM0451	226.0871	440.8791	19.7983	13.4171
GM0453	201.9346	495.2543	28.9458	19.6352
GM0457	268.4405	457.3862	13.7382	11.4782
GM0458	234.1158	532.6737	27.8299	22.7044
GM0473	188.7845	472.2215	15.1728	21.8261
GM0478	260.2956	523.6096	17.6705	23.618
GM0479	223.6115	499.709	28.6856	26.2634
GM0482	206.0837	347.4734	11.4071	10.7092
GM0484	203.8139	410.8572	35.5186	27.1256
GM0489	184.682	345.6509	14.1252	11.0532
GM0491	220.1909	368.5722	24.31	19.7519
GM0498	284.9992	548.1424	23.4711	21.8541
GM0501	132.3272	356.1651	15.8624	20.5418
GM0502	193.0268	366.6277	12.7867	14.7665
GM0503	160.0799	382.904	13.3794	16.5262
GM0505	219.7914	325.2045	40.9059	26.0651
GM0512	254.5982	342.363	16.891	11.2082
GM0513	213.3707	387.023	15.0482	10.8935
GM0518	151.9042	401.1236	34.8888	28.1864
GM0523	237.2579	341.858	19.1146	11.1315
GM0530	122.2684	346.1795	23.2297	15.4959
GM0531	201.8035	344.1821	11.2274	11.5393
GM0532	293.1675	556.6801	11.2378	9.9406
GM0534	193.8764	456.4721	10.7064	11.7495
GM0537	169.5714	429.9392	14.1355	15.9719
GM0542	195.7377	361.7548	14.5392	7.1058
GM0545	271.4732	357.4582	19.7631	22.1622
GM0546	178.7383	420.8152	13.0657	16.3808
GM0547	188.2423	422.0151	8.6959	12.5692
GM0553	188.6049	446.4419	9.064	16.0567
GM0556	142.6698	364.9354	12.2575	10.6681
GM0568	139.4769	340.5826	25.464	21.9803
GM0569	225.7376	424.3396	32.3793	30.5459
GM0575	178.0534	449.9399	21.3992	30.0578
GM0576	183.2203	451.2947	17.187	20.5382
GM0579	176.5421	428.7639	9.5584	10.5494
GM0584	167.444	334.902	11.3927	14.4854
GM0585	184.7257	328.1049	32.1701	27.0901
GM0588	152.6204	324.7153	28.8817	28.5781
GM0589	237.2359	388.4574	19.7353	19.1407
GM0590	212.6276	341.0796	11.5613	7.0735
GM0597	195.9648	350.3339	15.1265	16.1121
GM0599	145.5635	364.1614	102.4329	41.2907
GM0603	154.1526	392.4537	10.2151	12.1677
GM0606	163.0409	365.5097	10.2976	16.7061
GM0608	235.5124	370.8812	7.7649	8.3232
GM0610	222.5501	340.0168	12.6776	7.8773
GM0611	174.0268	318.8169	23.2855	22.0641
GM0612	158.6934	342.6413	22.9506	13.3902
GM0613	170.9894	345.9823	16.8118	10.4892
GM0614	115.2905	356.4242	25.6528	22.592
GM0617	188.9224	317.9521	22.1152	23.0869
GM0620	275.3887	374.0754	21.5777	17.4665
GM0622	152.8155	363.7871	15.907	14.3062
GM0623	225.1522	378.1755	24.767	19.2848
GM0626	171.5532	414.3629	10.5184	12.0482
GM0627	204.1931	393.702	17.7379	16.3758
GM0629	162.0966	418.2894	21.6305	22.8766
GM0632	242.8869	410.5899	32.75	24.3673
GM0637	179.2238	398.466	21.9796	15.3514
GM0638	183.1556	411.2777	12.2833	16.7076
GM0642	198.1115	338.5464	18.222	11.6675
GM0643	205.7585	360.1839	26.2028	10.6659
GM0644	208.3002	371.8079	18.2843	22.174
GM0654	71.9197	245.6161	36.3045	29.6736
GM0664	76.3214	263.3169	41.5942	18.8077
GM0668	336.5144	344.9653	32.4051	21.3493
GM0677	114.2122	215.1544	46.5432	42.252
GM0678	95.5873	256.415	17.2992	20.528
GM0687	48.65	260.5169	26.8454	16.9559
GM0689	247.7812	352.8772	29.348	25.3498
GM0703	122.3043	245.327	44.1281	36.8834
GM0707	260.4627	363.5321	27.0849	26.2574
GM0715	73.0986	205.2839	56.1443	42.1412
GM0716	119.6576	276.0684	40.5933	41.7561
GM0717	36.6811	274.3048	47.3856	46.2062
GM0718	31.6535	254.0647	54.2318	45.4008
GM0733	270.0546	344.8848	25.6159	18.7866
GM0736	244.6096	440.3683	35.0432	35.4837
GM0737	406.1191	683.9407	42.942	41.734
GM0738	268.2345	319.3017	23.9875	19.1895
GM0743	380.045	228.6583	27.6697	26.5208
GM0744	240.2428	241.3735	38.2729	21.883
GM0748	147.6856	259.437	23.9643	32.8443
GM0753	319.9331	259.3259	15.2654	19.1726
GM0755	365.7926	283.3542	20.5825	11.6883
GM0756	406.1949	290.6322	30.0856	41.0213
GM0757	308.5918	279.1037	24.732	22.819
GM0758	221.1776	273.3769	33.1778	39.4562
GM0762	386.6092	239.1179	33.6251	37.9214
GM0765	557.4681	651.5713	20.3177	26.4481
GM0766	250.7618	292.7978	15.5308	18.0076
GM0770	306.6151	230.1302	23.6262	37.6131
GM0772	328.4799	243.9594	29.9823	24.2535
GM0777	202.0307	276.4091	16.2334	29.3854
GM0779	239.0675	306.1568	16.9598	12.0598
GM0784	242.8371	272.868	23.5027	26.5699
GM0785	263.0161	258.3593	22.2128	17.3199
GM0786	373.8438	318.6479	16.8438	14.2303
GM0788	293.8256	288.803	26.7209	21.094
GM0794	359.7725	250.2858	25.9478	17.7654
GM0796	307.4619	310.1438	34.6685	24.5672
GM0797	283.9141	304.2716	26.3785	26.8673
GM0798	281.1413	253.6367	31.6655	29.4805
GM0809	265.1861	292.2593	18.4898	17.7784
GM0815	377.9787	301.8869	22.2461	23.3532
GM0820	344.4601	253.3489	15.5565	26.0364
GM0823	303.1694	254.0667	31.3105	31.9544
GM0824	289.6155	270.5224	22.9726	23.5455
GM0826	235.7879	290.1643	23.8547	26.8634
GM0828	340.6953	327.1297	55.4403	24.9592
GM0840	189.4337	262.8451	24.3226	23.8685
GM0844	325.9222	287.1912	20.3692	17.1825
GM0845	317.1327	294.5808	23.8142	25.329
GM0846	330.4641	272.6753	26.3899	21.0428
GM0847	367.8717	228.4748	20.8542	35.7163
GM0848	333.4865	261.3106	19.131	11.9675
GM0851	151.3376	283.1631	39.426	28.6288
GM0852	265.5927	495.9826	29.408	19.9667
GM0855	267.7845	278.2066	35.9605	27.7087
GM0856	360.1154	297.7091	29.3834	20.2037
GM0858	329.2259	211.7975	21.7533	28.9743
GM0860	346.8675	282.5113	26.7017	24.4628
GM0861	316.006	233.7368	17.8875	15.5625
GM0865	298.6749	295.5132	18.503	17.6847
GM0866	330.7177	228.2081	15.4625	9.8292
GM0867	260.2967	303.9035	30.0693	17.8903
GM0870	232.8938	324.8062	50.3861	28.9132
GM0873	155.456	235.5914	26.1463	28.2527
GM0874	259.4925	328.9144	24.011	18.1848
GM0879	200.9524	253.8073	33.6419	31.8092
GM0880	237.9438	508.7862	22.2959	18.5329
GM0881	410.336	124.184	17.8533	9.8511
GM0882	421.9275	107.6832	16.2607	16.127
GM0888	384.441	113.4924	16.0268	14.1175
GM0889	424.6187	199.7484	18.6858	13.741
GM0893	428.622	279.792	37.2543	43.1121
GM0899	410.9301	118.1677	14.1541	8.9613
GM0907	410.681	306.1556	19.4373	25.9714
GM0917	409.071	101.3786	20.9121	29.4653
GM0928	422.2979	100.775	13.8274	15.6254
GM0935	367.8955	96.2127	19.6144	27.0646
GM0938	376.891	107.9499	14.4026	19.3709
GM0944	398.0979	319.2043	11.492	15.2175
GM0946	376.865	204.9231	36.5965	27.5587
GM0951	393.0547	108.8626	20.1285	13.5842
GM0957	414.8392	184.2883	26.4104	25.0626
GM0962	397.8503	119.6769	16.2481	13.6043
GM0965	413.627	89.7104	11.4458	14.6588
GM0971	376.2307	125.2049	10.9489	22.8496
GM0981	411.3908	76.4981	17.007	12.6041
GM0983	437.5494	230.6064	24.3193	57.7822
GM0984	412.2244	259.2682	47.314	31.0614
GM0986	401.8762	99.9742	17.1105	16.2469
GM0988	364.0317	190.6978	35.425	27.4538
GM0994	386.5999	97.0556	21.8243	15.6801
GM0995	325.0696	516.7359	53.1145	77.0657
GM1507	418.2746	245.0741	47.4044	36.8786
GM1509	476.6111	358.7805	37.4857	37.9163
GM1525	183.1037	437.1671	16.2893	18.8753
GM1581	318.4127	389.112	43.4856	28.9526
GM1586	501.3698	387.4627	35.2121	26.2438
GM1598	251.7714	544.2937	26.8338	26.2165
GM1621	180.3677	385.4865	21.9594	25.3224
GM1640	395.3675	190.4264	41.5465	41.4621
GM1641	396.0032	171.4004	23.1005	29.2139
GM1651	505.0261	746.0316	74.0625	52.9765
GM1652	375.1448	267.2555	31.4682	28.6011
GM1655	183.0944	280.0372	29.1346	20.2386
GM1658	345.9528	221.5535	28.3605	31.8288
GM1659	352.9222	264.9506	23.9057	18.688
GM1663	464.226	726.9598	55.0994	30.2032
GM1667	279.1429	224.6368	20.8387	30.5027
GM1669	422.0782	168.6276	41.8975	24.6705
GM1671	328.3711	314.0974	14.5995	21.0794
GM1674	166.4938	260.3913	33.7202	29.3109
GM1676	92.6454	304.8605	80.8051	42.4333
GM1680	523.9478	629.6099	56.2969	56.8696
GM1681	544.7872	609.4142	48.6993	47.4673
GM1684	391.7513	310.7851	23.1107	22.3346
GM1685	360.5619	309.2441	25.9518	29.4784
GM1690	468.2216	559.6112	47.9431	46.6565
GM1695	65.8705	275.8753	40.4815	20.0239
GM1696	271.5494	438.5499	19.0422	29.8203
GM1699	474.2199	657.1869	35.1258	54.8151
GM1700	500.9406	493.5428	41.2591	27.9796
GM1701	456.5705	590.103	54.631	49.7489
GM1702	390.0852	287.4197	31.4541	29.296
GM1705	405.5858	359.1306	29.2686	26.4848
GM1706	350.6472	203.6495	24.4995	33.324
GM1708	410.962	569.662	61.7112	53.3942
GM1709	186.3093	298.2724	52.9803	27.8567
GM1711	401.5232	152.4869	38.0332	26.9666
GM1714	27.7508	216.969	55.5017	41.6065
GM1719	219.0365	306.6967	32.3911	34.4451
GM1721	337.6224	302.7752	27.5596	28.487
GM1722	384.1916	714.0486	32.5357	25.3252
GM1723	239.272	258.8182	42.0077	25.2294
GM1724	309.2033	212.4255	32.6214	30.6513
GM1728	296.5067	224.5695	20.3719	32.759
GM1729	399.7644	81.8166	26.0127	24.6494
GM1730	505.233	661.8549	44.7085	42.855
GM1731	493.424	601.2688	55.9905	67.2507
GM1734	377.7808	362.6315	38.8989	25.8925
GM1735	502.1948	442.7165	51.6572	36.6371
GM1740	348.4031	362.3548	39.8964	16.3373
GM1742	479.8523	454.3211	34.969	21.192
GM1771	350.0569	239.7806	20.5209	14.3713
GM1773	435.3506	476.5779	26.0088	39.0799
GM1774	552.4747	477.3978	47.7728	49.5678
GM1783	137.7165	383.0969	28.1608	28.6261
GM1842	152.8945	375.8217	26.2124	24.5857
GM1859	502.1721	408.7926	55.3079	40.7686
GM1876	458.1507	396.1892	56.498	42.3661
GM1883	388.3758	134.2538	23.2938	31.5644
GM1884	202.3321	430.8907	29.4938	20.1913
GM1891	407.1026	701.9647	29.1965	24.5893
GM1892	199.2433	382.4731	21.9433	33.0626
GM1894	410.7729	214.9241	45.636	32.5824
GM1895	570.7188	690.4633	48.5624	55.62
GM1896	422.1924	535.1986	29.8163	29.0654
GM1900	331.7521	632.577	93.776	76.4479
GM1901	222.4663	399.2681	32.8826	27.1631
GM1903	379.3973	82.9849	28.8496	25.2068
GM1904	260.9027	432.8882	32.4251	43.1548
GM1908	361.2941	685.1816	22.0118	22.3586
GM1911	253.9399	595.7009	61.8096	73.0841
GM1916	168.1583	406.1396	24.3359	17.734
GM1921	362.8393	615.2269	77.4161	63.8073
GM1924	121.6834	321.7307	87.9247	49.8875
GM1926	169.6201	385.7726	16.0321	21.3689
GM1927	224.0907	356.2607	49.5477	27.2884
GM1955	445.6738	363.6353	37.7116	28.0945
GM1987	543.022	677.0778	25.9926	29.1925
