Code	X	Y	Width	Height
GM0610	222.5653	339.9873	12.6239	7.8883
GM0611	174.0013	318.8759	23.3127	21.9378
GM0612	158.6805	342.6167	22.9516	13.3945
GM0613	171.0175	345.9629	16.8285	10.3587
GM0614	115.5089	356.3583	25.2852	22.6087
GM0617	188.9121	318.7765	22.1296	21.3956
GM0619	170.3464	425.4501	6.9072	7.1876
GM0620	275.3118	374.0524	21.6548	17.4218
GM0622	152.8054	363.7783	15.9127	14.3149
GM0623	225.1478	378.1805	24.7986	19.39
GM0625	180.8167	439.7671	11.3067	13.6174
GM0626	171.5167	414.318	10.5466	11.987
GM0627	204.1719	393.6679	17.7538	16.4284
GM0628	185.4641	433.03	11.2683	10.6513
GM0629	162.0624	418.2768	21.5698	23.0307
GM0632	242.8832	410.5444	32.7668	24.3233
GM0637	179.188	398.4402	21.8937	15.3766
GM0638	183.1838	411.1954	12.3632	16.6582
GM0642	198.0391	338.5768	18.3029	11.6417
GM0643	205.7865	360.1755	26.2158	10.6643
GM0644	208.2928	371.7673	18.3424	22.2121
GM0645	203.5424	430.8555	25.8135	20.1995
GM0653	342.091	604.7936	35.9542	28.7406
GM0654	71.9201	245.6346	36.396	29.6068
GM0664	76.3252	262.857	41.6345	17.9427
GM0668	336.5325	344.9681	32.3369	21.318
GM0677	115.4116	214.7589	44.3094	41.5485
GM0678	95.5969	256.0029	17.3197	19.7941
GM0683	353.4953	631.7588	38.8181	41.0402
GM0687	48.6208	260.527	26.8514	16.944
GM0689	247.7669	352.8546	29.34	25.3818
GM0693	227.8905	352.7759	38.2432	20.3534
GM0694	232.2101	361.1868	33.3222	17.2753
GM0703	122.4245	245.3027	44.519	36.8937
GM0707	260.4586	363.4512	27.1194	26.1096
GM0710	317.4573	650.0133	65.3762	41.3948
GM0715	73.0611	205.0802	56.1719	41.7281
GM0716	119.2258	276.0234	39.7315	41.8233
GM0717	36.7688	274.3022	47.1943	46.1177
GM0718	42.0364	249.4765	29.3811	11.8151
GM0733	270.0292	344.8719	25.6056	18.809
GM0736	241.5595	435.0509	28.9382	24.6979
GM0737	406.151	683.9072	42.9135	41.6205
GM0738	268.2403	319.2934	24.0426	19.1593
GM0743	380.0593	228.6208	27.7386	26.5443
GM0744	240.2414	241.3452	38.0935	21.8896
GM0748	147.6712	259.4191	23.9351	32.8605
GM0753	319.959	259.3045	15.2992	19.1493
GM0755	365.8189	283.314	20.5679	11.6807
GM0756	406.2009	290.6944	30.1275	41.1685
GM0757	308.5333	279.0745	24.6843	22.8161
GM0758	221.1623	272.2527	33.1924	41.6393
GM0762	386.6005	239.0874	33.6029	37.9333
GM0765	557.4516	651.5467	20.3604	26.4524
GM0766	250.7938	292.8689	15.4339	17.8583
GM0770	306.6372	230.1061	23.6595	37.6155
GM0772	328.4639	243.9097	30.0009	24.2355
GM0777	202.0374	276.3752	16.1981	29.3795
GM0779	239.048	306.2159	16.9742	11.796
GM0784	242.8361	272.7446	23.4927	26.5048
GM0785	263.0235	258.3389	22.2507	17.33
GM0786	373.8293	318.6159	16.9431	14.2325
GM0788	293.8738	288.787	26.6205	21.0691
GM0794	359.7583	250.2616	25.962	17.7646
GM0796	307.479	310.1079	34.6583	24.5436
GM0797	283.9021	304.268	26.376	26.6611
GM0798	281.1315	253.6352	31.6665	29.439
GM0808	327.0977	329.6209	28.2427	19.8029
GM0809	265.1788	292.2763	18.5023	17.6738
GM0815	377.9768	301.8349	22.2485	23.4444
GM0820	344.5332	253.2694	15.7036	25.9772
GM0823	303.1657	254.0516	31.3295	31.9393
GM0824	289.5761	270.4823	23.0019	23.6052
GM0826	235.7986	290.187	23.8116	26.9492
GM0828	348.9827	327.0121	39.0323	24.6907
GM0840	189.4124	262.8048	24.326	23.9276
GM0844	325.9079	287.1592	20.4044	17.2025
GM0845	317.1257	294.589	23.8308	25.2445
GM0846	330.4303	272.6547	26.4758	20.9889
GM0847	367.8831	228.4299	20.8201	35.7238
GM0848	333.4766	261.0539	19.1292	12.3951
GM0851	151.3738	283.0155	39.3566	28.2871
GM0852	265.4835	495.9833	29.2001	19.9004
GM0855	267.779	278.1756	36.1061	27.6919
GM0856	360.0994	297.6863	29.4155	20.2067
GM0858	329.2177	211.8156	21.8291	29.065
GM0860	346.8403	282.457	26.7292	24.524
GM0861	315.9876	233.574	17.9122	15.4266
GM0865	298.6715	295.5004	18.5107	17.7437
GM0866	330.6906	228.1566	15.5004	9.7303
GM0867	260.2736	303.8629	30.0596	17.9246
GM0870	232.8834	324.7731	50.3927	28.8275
GM0873	155.4277	235.5762	26.1787	28.3336
GM0874	259.4842	328.8922	24.0542	18.1843
GM0879	201.0075	253.8088	33.7798	31.8868
GM0880	237.9174	508.8138	22.3409	18.6112
GM0881	410.2662	124.1413	17.9873	9.8779
GM0882	421.8974	107.6476	16.3199	16.1389
GM0885	443.1943	245.4176	11.4741	28.1094
GM0888	384.4264	113.4778	16.1372	14.1438
GM0889	424.6441	199.7288	18.6884	13.7596
GM0893	428.6383	279.0696	37.2123	44.5078
GM0899	410.8854	117.9866	14.2323	8.6633
GM0905	370.4411	78.6983	10.8568	16.6957
GM0907	410.7039	306.1664	19.5237	25.8638
GM0914	406.2684	189.2288	17.0427	13.8013
GM0917	409.075	101.3641	20.9082	29.3962
GM0918	409.6794	215.9855	23.5262	24.465
GM0920	392.0106	193.9451	19.5084	34.3183
GM0925	382.9887	180.4473	16.7942	21.5835
GM0928	422.2835	100.7286	13.8457	15.5294
GM0929	421.8659	205.4088	19.1653	13.5815
GM0933	396.0889	165.5947	23.1135	17.6045
GM0934	420.5736	220.6079	25.9962	21.1639
GM0935	367.906	96.147	19.6425	27.0138
GM0936	383.7126	83.1511	20.1909	24.8487
GM0938	376.8834	107.9171	14.4033	19.3518
GM0941	394.1627	216.0965	12.4111	14.3114
GM0944	398.1415	319.1496	11.3903	15.2118
GM0946	376.7943	204.9123	36.5829	27.5515
GM0951	393.0315	108.757	20.1406	13.6203
GM0957	413.859	180.0123	24.4991	16.5767
GM0962	397.8677	119.6529	16.2007	13.6152
GM0964	412.5743	232.8095	27.3519	12.3473
GM0965	413.622	89.6838	11.4238	14.6571
GM0971	376.3061	125.1619	10.8155	22.7989
GM0975	419.8812	189.3408	16.3158	14.8036
GM0977	391.1843	172.3361	7.6812	8.5053
GM0981	411.3823	76.4902	16.9946	12.6229
GM0983	437.552	219.6744	24.305	35.9718
GM0984	407.0095	259.1573	36.9475	31.0417
GM0986	401.8832	99.9626	17.1643	16.2756
GM0988	364.0519	190.804	35.4214	27.2393
GM0993	427.6247	260.9604	17.6982	21.8713
GM0994	386.5676	97.0733	22.0284	15.5783
GM0995	325.0613	516.7438	53.1312	77.0307
GM1507	418.2304	246.6923	47.5158	31.2312
GM1651	502.0531	746.0212	79.7156	53.0928
GM1652	375.1464	267.2292	31.5063	28.6058
GM1655	183.0923	280.0164	29.1612	20.2395
GM1658	345.9441	221.4731	28.3806	31.9519
GM1659	352.907	264.9359	23.893	18.7362
GM1661	582.4007	685.3876	25.1985	28.3472
GM1663	464.2888	726.8851	54.9482	30.0128
GM1666	195.2871	386.8901	13.9972	24.2157
GM1667	279.1415	224.6111	20.8566	30.5027
GM1669	428.8107	171.3184	28.4231	19.2544
GM1670	406.3492	200.6335	19.6101	20.0775
GM1671	328.3649	314.0743	14.61	21.0704
GM1672	195.0298	409.8106	18.0356	24.9658
GM1673	228.0125	431.723	20.6424	15.691
GM1674	166.4638	260.3778	33.7638	29.3613
GM1676	92.5621	305.7899	79.8629	36.4579
GM1679	413.3545	166.2358	24.47	19.9633
GM1680	523.9523	629.58	56.3374	56.9058
GM1681	544.8287	609.3786	48.6537	47.5154
GM1684	391.6978	310.7498	23.0488	22.3075
GM1685	360.5741	309.1816	25.9471	29.4086
GM1690	468.2192	559.6768	47.9505	46.4913
GM1695	65.3761	276.0684	41.1292	19.5069
GM1696	271.5692	438.4887	18.9539	29.8388
GM1699	474.1994	657.1862	35.1603	54.8335
GM1700	500.9702	493.5434	41.2047	28.0378
GM1701	456.5553	590.0901	54.6542	49.7545
GM1702	390.1317	287.3956	31.5375	29.3473
GM1705	405.5565	359.0709	29.2735	26.5052
GM1706	350.6356	203.6172	24.4892	33.3413
GM1708	410.9508	569.6448	61.7171	53.4376
GM1709	186.5342	298.2599	52.5066	27.8934
GM1711	401.5642	151.7569	37.9737	28.2045
GM1714	27.7736	216.7806	55.5473	41.2732
GM1719	219.022	306.7114	32.3866	34.3703
GM1721	337.6223	302.7473	27.5213	28.4768
GM1722	384.237	714.0727	32.6414	25.4781
GM1723	239.2289	258.7935	42.0318	25.2378
GM1724	309.2242	212.3951	32.6583	30.6451
GM1728	296.4659	224.3179	20.4354	32.3089
GM1729	399.7524	81.77	25.9589	24.6753
GM1730	505.23	661.8142	44.7108	42.8463
GM1731	493.4397	601.2691	56.029	67.2825
GM1734	377.7601	362.5937	38.9627	25.8885
GM1735	502.1876	442.6355	51.6589	36.5931
GM1740	348.3857	362.3193	39.9194	16.3599
GM1742	479.8475	454.3001	34.9632	21.1878
GM1771	350.0484	239.7583	20.521	14.3643
GM1773	435.4009	476.5659	25.9252	39.0896
GM1774	552.4564	477.4176	47.7594	49.6514
GM1783	137.6812	382.9047	28.2382	28.3585
GM1842	152.9233	375.8043	26.1777	24.5866
GM1883	388.4114	134.2404	23.296	31.6235
GM1896	422.1859	535.165	29.8562	29.0929
GM1916	168.1221	406.1874	24.3642	17.9159
GM1926	169.6094	385.7578	16.0351	21.5249
GM1937	398.8494	177.4122	16.0855	17.1406
GM1987	543.0377	677.0447	25.9758	29.2164
