GM_CODE	COMPUTE_CENTROID_x	COMPUTE_CENTROID_y
GM0865	122.266451081498	97.8704298505291
GM0866	135.854510108135	68.0322371719547
GM0867	104.522813771305	102.031954650325
GM0870	94.9810136087451	110.402170273151
GM0873	57.7656148846042	70.882048159384
GM0874	103.391171213255	112.080187202869
GM0879	78.7219573630637	78.5815419923362
GM0880	94.3414032341192	192.183058493255
GM0881	171.154394166724	21.7588216640663
GM0882	175.889615623154	14.7231965135942
GM0885	186.175805433963	75.1014199155489
GM0888	160.133345555013	17.332127228078
GM0889	178.042712689706	55.1150053288522
GM0893	179.190493577013	90.9376428319507
GM0899	171.990040843307	18.7610180122677
GM0905	153.898226978608	1.04906757966301
GM0907	171.941221139945	102.905642415928
GM0914	169.558902121416	50.7049861109797
GM0917	171.410765309468	13.2886929045592
GM0918	170.838022920731	62.5384541019407
GM0920	163.666908461	52.2576681145692
GM0925	158.992752334572	46.3929406412182
GM0928	177.184870456796	10.8772391747326
GM0929	176.146602896285	58.1063140488178
GM0933	164.89815340292	40.4589770371346
GM0934	177.329669154706	64.5030651220438
GM0935	152.45208167334	8.6350729142091
GM0936	159.117337079741	3.54506957600906
GM0938	156.446546453061	14.0414309062793
GM0941	164.673314874717	62.4782739765235
GM0944	165.852746255435	108.219491014814
GM0946	157.387725569995	57.7552853991773
GM0951	163.716401755009	14.5338557608789
GM0957	173.183169875196	45.9630706430113
GM0962	165.625886375708	19.5654462161278
GM0964	172.686684308319	70.0506930301487
GM0965	172.709412336656	6.07561462863086
GM0971	156.92495542598	21.5540964041484
GM0975	175.846008929294	50.4717312421186
GM0977	162.779196785753	43.1664450484476
GM0981	171.989253555891	0
GM0983	183.222420324014	65.5063255417543
GM0984	169.359843738728	82.1360127459493
GM0986	167.724657249524	10.5341192228204
GM0988	151.740932164136	50.9625105870598
GM0993	179.488343766236	82.7016191534994
GM0994	161.216782255992	9.54351145814679
GM0995	136.226341712392	189.378623500245
GM1507	176.558209857475	75.4152343115711
GM1509	200.808776592864	126.42539124811
GM1525	70.6200347069977	160.35759823823
GM1581	130.535044950102	140.067820268198
GM1586	212.061973152756	137.948408408489
GM1598	100.739248105499	208.028180228416
GM1621	69.9651281414707	137.004031128784
GM1640	165.210179523435	51.6968223473374
GM1641	165.125012898845	43.0455859777298
GM1651	216.057306886227	294.963038397712
GM1652	155.932644398464	85.166683521954
GM1655	70.5929306406988	91.0043972678898
GM1658	142.994609336942	65.0939234602278
GM1659	146.037659189607	84.0264416888439
GM1661	247.3053303533	271.083961582435
GM1663	195.319455523735	289.534517446408
GM1666	75.3193638512926	138.655443944294
GM1667	113.796494498066	67.0516087342903
GM1669	179.853364235228	42.6444512166757
GM1670	169.410771990304	55.8992268121553
GM1671	134.92118588701	106.15213950357
GM1672	75.5668410207607	148.248391911317
GM1673	89.5738241457719	157.893760180017
GM1674	63.6424018471222	82.4717902172939
GM1676	27.7101846947328	102.451404983385
GM1679	172.566883073647	40.0725874638362
GM1680	220.440227259073	247.524494754366
GM1681	230.358731591191	238.01602199345
GM1684	162.543073362356	104.94961611101
GM1685	149.248933874153	104.716693688193
GM1690	197.129389861674	214.713394450921
GM1695	18.5178367388673	90.0591116152786
GM1696	109.813577407039	161.408902524491
GM1699	201.012000891482	258.619658306697
GM1700	212.781595213662	186.706374091023
GM1701	191.675721904632	229.836955208586
GM1702	161.969406834866	93.7196183399781
GM1705	168.649799061538	125.371861800532
GM1706	145.054630267985	56.8154057694015
GM1708	173.872288357389	220.450858410174
GM1709	72.0137126036834	98.5354445575238
GM1711	167.044580372292	34.5326186630902
GM1714	0	63.169844683054
GM1719	87.0126351449359	103.016848987378
GM1721	139.703323502379	101.121228704166
GM1722	159.80611863676	283.430529450359
GM1723	95.7567874134019	80.843751217148
GM1724	127.17485237844	59.4531464734264
GM1728	120.128488871875	66.3571362029369
GM1729	166.628780010865	3.08272384850663
GM1730	211.989181189094	258.954783247424
GM1731	208.277750574495	233.323152257316
GM1734	157.360374731192	127.851545709032
GM1735	212.622478053883	163.17711152017
GM1740	144.114122547336	126.842532702003
GM1742	201.902762085983	169.144174628574
GM1771	144.412263832446	72.9476017546087
GM1773	182.647988708249	177.275455105812
GM1774	234.443232728522	178.791362358455
GM1783	50.1129344807421	136.537259508677
GM1842	56.1760919386942	132.838020134563
GM1859	211.562466715413	148.081589408484
GM1876	193.279393915472	141.626655478669
GM1883	161.406555604882	25.6653062035895
GM1884	78.6201555900384	157.899903204837
GM1891	170.29973028738	278.804964932358
GM1892	76.9623312477958	136.407893125234
GM1894	172.806960910404	62.5331133314533
GM1895	242.013288515217	270.581875473772
GM1896	176.306050135894	203.458725021046
GM1900	139.79342789821	248.642344109342
GM1901	87.8760944065276	143.654811782708
GM1903	157.738252736468	2.88454156834981
GM1904	104.842446981262	155.948028687515
GM1908	149.631433949611	270.806009966885
GM1911	100.947306473647	228.599424652164
GM1916	64.3484389445202	146.691205999289
GM1921	153.080254895921	238.224747129079
GM1924	43.2723861398737	108.82680346843
GM1926	64.20766320261	138.589337414092
GM1927	90.1477957742123	124.209945037874
GM1930	53.7985752879509	118.105681357827
GM1931	85.7812853433891	131.097801258965
GM1937	165.939145001365	45.6335383986323
GM1940	153.080254885358	238.224747110138
GM1942	113.236378529882	169.760044595686
GM1945	169.255617654757	116.314723685334
GM1948	138.726240286412	90.8361849679108
GM1955	187.347798504681	127.265697251712
GM1987	230.186261981775	267.058942958637
