GM_CODE	COMPUTE_CENTROID_x	COMPUTE_CENTROID_y
GM0848	333.04148386607744	260.8529103173172
GM0851	152.60329209982294	282.3510752925679
GM0852	261.2105408406204	495.3060851771954
GM0855	268.46559696844935	276.87048751697097
GM0856	359.41520509661893	295.7698180312897
GM0858	327.9195483457215	212.66613144912526
GM0860	347.3543682392201	281.821204275916
GM0861	317.5697217954118	234.7252343111143
GM0865	299.750034460971	295.71319214594877
GM0866	330.3222484602404	228.57927624713682
GM0867	259.82805031963414	305.0763415474637
GM0870	238.35964516063507	323.90876071339756
GM0873	154.62751449846473	234.99115826758975
GM0874	257.2819310845167	327.68418533944725
GM0879	201.77786802857355	252.31449875984143
GM0880	236.92056506749373	507.9102292685916
GM0881	409.74460065001284	124.46722031534341
GM0882	420.3985287362859	108.63753946874837
GM0885	443.54176026878736	244.48445940916616
GM0888	384.9479865057929	114.50745716306277
GM0889	425.24285154578587	199.516378050319
GM0893	427.82528093035916	280.1148901420359
GM0899	411.6247491668723	117.72236480738042
GM0905	370.9193913212143	77.87167399798477
GM0907	411.51490813529205	307.0420799419874
GM0914	406.1548514335979	189.59413301088077
GM0917	410.32141838568657	105.4100033479645
GM0918	409.0327867393042	216.21863582367786
GM0920	392.89826410841033	193.0875625284832
GM0925	382.3817288854807	179.8923222800924
GM0928	423.31276452809516	99.98439551589694
GM0929	420.9767327235701	206.24662040092315
GM0933	395.66848197216314	166.54130541960478
GM0934	423.63855180727074	220.63887777391105
GM0935	367.66566217110403	94.93967304255976
GM0936	382.66203613784	83.48750971258183
GM0938	376.6529378239186	107.10361295248353
GM0941	395.16261048709055	216.08323461093124
GM0944	397.8162513419358	318.99787997313337
GM0946	378.77052719546026	205.45682967539804
GM0951	393.00962067319864	108.21153557813231
GM0957	414.3092088104404	178.92514385163224
GM0962	397.3058319524072	119.53227387151392
GM0964	413.19214985676695	233.12066544221835
GM0965	413.24328638363056	89.18106496805025
GM0971	377.72932566360134	124.00660232412854
GM0975	420.30041662332803	189.069325327907
GM0977	390.90097286516624	172.6329253686957
GM0981	411.6229778233138	75.51134288045961
GM0983	436.8968434764699	222.89614587893303
GM0984	405.7069835327594	260.3118176058485
GM0986	402.027924501662	99.21239882551936
GM0988	366.0656238626999	190.17354566867095
GM0993	428.49542371584795	261.58439377712506
GM0994	387.3856458220592	96.98359833885056
GM0995	331.1588444269779	501.6004401674648
GM1507	421.9028205537513	245.19052058057426
GM1651	510.77311797994463	739.1582341766534
GM1652	375.49669295059607	267.13062192092474
GM1655	183.48810757973135	280.2650831091359
GM1658	346.386988918888	221.9682690815938
GM1659	353.2336453195169	264.565154898578
GM1661	581.079057821574	685.4319260211388
GM1663	464.11435468665684	726.9444291073161
GM1666	194.12226270702214	387.4767160161784
GM1667	280.6932048780446	226.37292857154878
GM1669	429.31669508875035	171.45847454390986
GM1670	405.8215686550122	201.2808233592774
GM1671	328.22233207318163	314.3464788646292
GM1672	194.67906960414908	409.0602002765762
GM1673	226.19383449750163	430.76162667094826
GM1674	167.84988778181545	261.06729421140307
GM1676	87.00482888867937	306.02007643402686
GM1679	412.92260517964024	165.6719550068742
GM1680	520.6343924502373	632.4247187248507
GM1681	542.9503565184557	611.0312979661061
GM1684	390.3697111288431	311.64088254451485
GM1685	360.4587962165923	311.11682284335683
GM1690	468.1865845610283	558.6019616950613
GM1695	66.32266756513695	278.1382543099715
GM1696	271.7319107440222	438.67045925595113
GM1699	476.9221968399748	657.3880864740887
GM1700	503.4029882169454	495.5880596914109
GM1701	455.91620042922887	592.6289507603109
GM1702	389.0790002328053	286.37414692078426
GM1705	404.109431021616	357.5895544149209
GM1706	351.0218967172421	203.34216406214497
GM1708	415.85967879783004	571.5108676420622
GM1709	186.68477092461595	297.20943026905826
GM1711	400.49779751392003	153.20739981202138
GM1714	24.65878705984733	217.63922193716914
GM1719	220.43133243065412	307.29228720828655
GM1721	338.9818183444952	303.0272697509381
GM1722	384.2117480664007	713.2108688615414
GM1723	240.10508376404738	257.4043165473469
GM1724	310.7936054780444	209.27690228489678
GM1728	294.93976405613796	224.810412335518
GM1729	399.56227481680213	82.44726308906547
GM1730	501.6201102439948	658.1420949300301
GM1731	493.26964232423217	600.4726583868642
GM1734	378.7089896576294	363.1686755352989
GM1735	503.04498536678165	442.6488099316539
GM1740	348.9058179418418	360.8984644976509
GM1742	478.9263492951434	456.07429843868783
GM1771	349.57661567349925	239.63851418639956
GM1773	435.6044111834214	474.369129683849
GM1774	552.140207887701	477.77981849824783
GM1783	137.40950105618623	382.7109442653016
GM1842	151.05119535209116	374.387905812411
GM1883	387.81262302480906	133.2565463768887
GM1896	421.33547823111263	533.2797165074561
GM1916	169.43842350941898	405.5566372695495
GM1926	169.12168760928336	387.3279807931892
GM1937	398.01064267785006	178.18371858429396
GM1987	542.5623115596507	676.3759062855481
GM1859	500.6600315320641	408.6849059240235
GM1876	459.52435401490806	394.16174105805504
GM1509	476.46495590991907	359.9599244332354
GM1955	446.178665429087	361.8505561208084
GM1525	183.52629399568593	436.4112205470106
GM1581	318.35772778784855	390.7515462196144
GM1586	501.82415093684864	385.9820679424198
GM1598	251.30591567533875	543.688059745772
GM1621	182.05250652783693	383.85686188530985
GM1640	396.3898952278242	191.88337767605384
GM1641	396.19823811128083	172.41482381872171
GM1884	201.52959180535169	430.88047724365686
GM1891	407.84330944880685	702.9625942175851
GM1892	197.83135070469226	382.4629143161014
GM1894	413.4684876407741	216.2548955400087
GM1895	569.1731358313384	684.3357840508578
GM1900	339.1925835530796	634.9665915977617
GM1901	222.3857633806272	398.7591636720038
GM1903	379.56595766415853	82.04552426372284
GM1904	260.5577102218301	426.41720155219764
GM1908	361.3267365687751	684.8317745335199
GM1911	251.79418271228528	589.872794739723
GM1924	122.0335880153816	320.4009614750947
GM1927	227.49677680353935	355.01090251122304
GM1921	369.08612061738	611.5150868297011
GM1930	145.7160637415314	341.26379113113876
GM1931	217.6727408680534	370.49426519967534
GM1940	369.0861205993571	611.5150866422712
GM1942	279.4429058308465	457.4789688493079
GM1945	405.478451148114	337.23438376267
GM1948	336.7915716958011	279.9111931722129
