COMPUTE_CENTROID	P_WWB_UIT	WWB_UITMUT	INW_MUT	BEDR_KLAS	AO_UIT_TOT	P_WW_UIT	P_15_24_JR	P_ANT_ARU	P_MARROK	HH_MUT	MOTOR_2W	P_OVER_NW	BU_CODE	WWB_UITTOT	P_SURINAM	P_65_EO_JR	WEST_MUT	P_EENP_HH	DEK_PERC	P_HH_M_K	AUTO_LAND	P_HOOG_INK	OPP_TOT	P_TURKIJE	N_W_MUT	INW_5JMUT	AANTAL_HH	N_W_5JMUT	OAD	OPP_WATER	RECSRT	GM_CODE	AO_UIT_MUT	P_AO_UIT	GM_NAAM	POSTCODE	BEV_DICHTH	P_NIET_ACT	P_GEWASSEN	OPP_LAND	BU_NAAM	INK_ONTV	WW_UIT_TOT	P_INDUSTRI	P_00_14_JR	AGRA_5MUT	AUTO_TOT	P_45_64_JR	AUTO_HH	INK_INW	P_LAAG_INK	WW_UIT_MUT	WEST_5JMUT	BEDR_AUTO	GEM_HH_GR	P_COMBI	P_VEETEELT	P_COM_DV	WONINGEN	P_WEST_AL	STED	AANT_MAN	P_N_COM_DV	AUTO_MUT	HH_5JMUT	AANT_INK	WK_CODE	AGRA_BEDR	P_25_44_JR	AGRA_MUT	AANT_VROUW	P_N_W_AL	P_HH_Z_K	AANT_INW
316.771984952599 296.16236729241785	18	11	6	8	1470	27	11	0	0	1	1215	1		180	0	15	1	22	-99999999	43	220	24	5989	0	7	1	10630	0	526	93	Gemeente	GM0845	-3	80	Sint-Michielsgestel	-99999999	473	17	21	5897	Sint-Michielsgestel	19	490	27	20	-17	12990	28	1.2	13	40	15	0	2470	2.5	15	64	56	10490	4	4	14040	17	1	3	18600		235	26	-4	13860	2	34	27900
299.75003446098515 295.71319214596275	22	0	0	8	1520	31	10	0	0	1	695	2		210	0	17	-8	30	-99999999	38	327	26	3446	0	0	0	10160	-1	1092	96	Gemeente	GM0865	-2	94	Vught	-99999999	753	20	19	3350	Vught	20	510	18	19	-18	10940	27	1.1	14	38	18	0	1095	2.3	13	68	64	10205	9	3	12390	18	2	0	16900		55	27	-5	12850	3	32	25240
236.73330651914756 291.58250508478187	35	1	0	9	2890	36	11	0	2	0	1620	2		700	1	15	-1	28	-99999999	38	400	21	7309	3	0	1	22140	1	1356	150	Gemeente	GM0826	-2	81	Oosterhout	-99999999	739	20	35	7159	Oosterhout	18	1280	18	18	-7	28620	29	1.3	12	40	14	0	5750	2.3	6	58	67	22030	8	3	26010	15	15	3	35700		185	28	1	26910	8	34	52920
389.0777575852929 286.3755275390578	13	-6	-1	6	690	21	11	0	0	-3	580	1		50	0	15	-1	20	-99999999	46	52	18	9981	0	-1	1	4190	-1	227	49	Gemeente	GM1702	-1	92	Sint Anthonis	-99999999	118	17	19	9932	Sint Anthonis	17	160	24	21	-10	5190	26	1.2	12	45	3	0	1130	2.7	13	68	54	4180	3	5	5960	22	2	1	7900		430	27	0	5720	1	34	11670
250.92742216425611 290.9601171597521	26	2	1	8	1240	31	11	0	0	1	955	3		240	1	13	3	26	-99999999	41	373	20	2972	3	-7	3	10220	2	1091	38	Gemeente	GM0766	-5	72	Dongen	-99999999	870	17	44	2934	Dongen	17	540	23	19	-14	10955	28	1.1	12	40	18	1	1560	2.4	10	46	59	9875	6	3	12820	18	2	7	17100		140	29	-1	12710	6	33	25530
427.8346757260819 280.10579955493523	22	15	1	6	870	34	11	0	0	1	590	1		110	0	14	0	23	-99999999	43	61	15	10942	0	7	2	5330	0	296	417	Gemeente	GM0893	-5	96	Bergen (L.)	-99999999	129	19	48	10525	Bergen (L.)	16	310	22	19	-27	6380	29	1.2	11	44	21	-1	1265	2.5	15	37	56	5235	14	5	6800	22	2	5	9000		180	27	-3	6780	2	34	13580
265.30226531327645 292.11555713262186	18	-1	0	8	1280	35	11	0	0	1	865	1		160	0	14	4	23	-99999999	43	210	20	5072	1	0	0	9010	0	931	67	Gemeente	GM0809	-4	83	Loon op Zand	-99999999	458	17	19	5005	Loon op Zand	18	530	24	19	-23	10530	28	1.2	12	42	8	0	1555	2.5	13	68	61	8990	5	4	11380	15	2	4	15800		115	27	-4	11540	3	34	22920
291.8646934925248 288.38607075956565	12	-99999997	-1	7	1020	24	10	0	0	0	510	1		60	0	13	5	21	-99999999	45	108	22	5853	0	0	-1	4990	0	315	86	Gemeente	GM0788	-4	110	Haaren	-99999999	241	21	27	5767	Haaren	18	220	23	20	-9	6240	30	1.3	13	42	15	0	1450	2.6	9	65	60	4895	4	5	7050	18	1	2	9400		260	26	0	6860	1	34	13910
128.11934538456154 296.89943737030615	23	6	0	8	1660	23	10	0	0	1	1440	2		310	0	19	0	29	-99999999	35	67	21	48894	0	-6	3	14550	1	454	25787	Gemeente	GM1676	-2	75	Schouwen-Duiveland	-99999999	149	18	74	23107	Schouwen-Duiveland	18	500	18	17	-13	15495	29	1.1	13	42	6	1	3230	2.3	11	16	61	15005	6	5	17030	20	3	4	23700		405	25	-2	17460	2	37	34490
55.430350147808355 292.4032069082071	14	10	0	8	800	20	11	0	0	0	870	1		120	0	18	4	26	-99999999	38	74	21	20709	0	0	0	8800	0	251	7415	Gemeente	GM0717	-3	57	Veere	-99999999	166	17	61	13294	Veere	17	270	19	19	-12	9805	29	1.1	12	43	4	0	1685	2.4	12	27	63	9865	5	5	11080	18	1	3	14400		390	23	0	10960	1	36	22040
152.60074920780585 282.3585855301905	22	-6	0	8	1320	36	10	0	0	0	1025	1		210	1	15	-3	24	-99999999	40	74	21	15879	0	-2	0	9500	0	575	1218	Gemeente	GM0851	-3	83	Steenbergen	-99999999	160	17	74	14661	Steenbergen	17	570	23	18	-14	10920	29	1.1	12	40	5	0	1880	2.4	9	17	60	9515	5	4	11730	17	1	2	15600		295	28	-1	11710	3	37	23440
122.5025135183447 276.7141419333394	25	-8	1	7	1180	27	12	0	1	1	900	1		220	0	14	0	25	-99999999	42	70	18	25441	0	8	4	9410	0	389	10660	Gemeente	GM0716	-1	74	Tholen	-99999999	167	17	78	14781	Tholen	17	430	25	22	-11	10295	25	1.1	11	43	-7	0	1935	2.6	11	11	55	9605	4	5	12350	20	3	5	15200		330	28	-1	12330	3	33	24680
325.8723972775175 287.3532056978268	21	1	-1	8	1620	27	11	0	0	-2	930	1		180	1	13	0	22	-99999999	44	251	20	4165	0	-1	1	8800	0	890	12	Gemeente	GM0844	-1	104	Schijndel	-99999999	553	18	22	4154	Schijndel	17	420	32	19	-16	10430	28	1.2	12	42	12	0	2185	2.5	8	70	55	8750	5	4	11480	13	1	4	15500		150	29	6	11510	3	34	22990
347.3477018612147 281.8220169358998	23	1	0	8	2150	30	12	0	1	2	1670	2		300	1	13	8	24	-99999999	44	221	21	7892	4	3	2	14140	1	921	74	Gemeente	GM0860	-2	87	Veghel	-99999999	472	18	23	7818	Veghel	17	740	25	20	-12	17270	26	1.2	12	41	8	0	4380	2.5	9	68	59	14075	6	4	18500	16	5	6	24300		395	29	-1	18400	8	32	36890
220.60349435617354 278.42892366535364	58	0	1	9	7630	36	13	1	3	2	4480	3		4190	1	15	3	38	-99999999	32	1037	20	12915	2	0	5	77090	1	1859	228	Gemeente	GM0758	-3	67	Breda	-99999999	1325	22	49	12687	Breda	18	4070	14	18	-26	131610	25	1.7	13	39	15	0	18685	2.1	13	38	67	73730	10	2	81620	19	48	6	113700		290	30	-4	86440	10	30	168050
268.4632422585994 276.8716977540706	63	-2	0	9	11850	41	15	2	2	1	5560	4		5140	2	13	0	40	-99999999	32	698	15	11883	4	6	3	92330	1	2493	246	Gemeente	GM0855	-4	85	Tilburg	-99999999	1711	26	29	11638	Tilburg	16	5690	18	17	-27	81290	24	0.9	12	43	15	0	10890	2.1	10	60	62	83630	8	2	98320	20	5	6	134600		180	31	-6	100740	13	28	199070
202.45741417673494 276.92557788031627	33	3	1	8	2140	37	11	1	2	1	1290	4		490	1	13	4	27	-99999999	40	313	20	5588	2	0	8	16270	2	1376	42	Gemeente	GM0777	-3	78	Etten-Leur	-99999999	719	19	55	5546	Etten-Leur	18	1000	21	19	-18	17380	27	1.1	12	40	9	0	2375	2.4	10	36	60	15610	8	3	19850	19	2	11	26400		210	30	-3	20010	9	33	39860
308.7270930596236 276.36480901042313	30	3	3	8	1880	36	12	1	2	1	1030	2		330	1	14	5	29	-99999999	39	197	20	6477	1	9	1	11950	1	999	107	Gemeente	GM0757	-1	94	Boxtel	-99999999	463	20	22	6370	Boxtel	18	710	24	18	-12	12530	28	1.0	12	40	11	0	2200	2.4	14	64	57	11730	6	4	14660	18	4	4	19800		170	27	1	14860	7	32	29520
183.4822370167847 280.25868685649647	25	-8	0	8	1660	35	11	0	3	0	1120	2		270	1	15	9	23	-99999999	41	181	21	7524	1	6	0	11840	0	626	60	Gemeente	GM1655	-3	83	Halderberge	-99999999	396	19	60	7464	Halderberge	18	700	23	17	-19	13490	30	1.1	12	40	5	0	2130	2.4	9	32	59	11695	5	4	14760	18	2	2	19800		265	27	-3	14780	6	36	29540
365.9827431703927 283.5726285578573	13	-99999997	10	6	660	22	10	0	0	1	635	1		40	0	12	-6	19	-99999999	50	118	20	3452	0	-3	2	3280	0	396	1	Gemeente	GM0755	-3	108	Boekel	-99999999	273	19	27	3451	Boekel	16	130	32	22	-16	4070	26	1.2	11	46	8	0	1205	2.7	10	63	54	3225	3	5	4800	14	2	2	6200		230	29	-5	4620	1	31	9410
245.0866719473768 271.9059883776206	26	0	0	8	1330	36	11	0	0	1	1105	2		240	0	13	3	23	-99999999	42	173	18	6567	3	5	4	9920	1	927	13	Gemeente	GM0784	-2	78	Gilze en Rijen	-99999999	384	20	24	6554	Gilze en Rijen	17	610	22	19	-20	11315	29	1.1	12	41	18	0	1715	2.5	8	69	61	9525	7	4	12730	17	3	7	16800		155	28	-6	12470	6	35	25200
66.33266489206122 278.14004143740607	18	-99999997	1	6	390	30	9	0	0	1	370	1		50	0	19	0	29	-99999999	31	41	17	12029	0	8	4	3170	0	195	3421	Gemeente	GM1695	-2	83	Noord-Beveland	-99999999	84	18	74	8608	Noord-Beveland	15	140	17	16	-14	3515	31	1.1	11	46	14	0	720	2.2	7	19	59	3850	7	5	3610	24	3	7	5100		120	26	-6	3590	2	41	7200
31.745097762273627 269.21198362747725	14	10	0	8	800	20	11	0	0	0	870	1		120	0	18	4	26	-99999999	38	74	21	20709	0	0	0	8800	0	251	7415	Gemeente	GM0717	-3	57	Veere	-99999999	166	17	61	13294	Veere	17	270	19	19	-12	9805	29	1.1	12	43	4	0	1685	2.4	12	27	63	9865	5	5	11080	18	1	3	14400		390	23	0	10960	1	36	22040
330.95570599992755 272.7233060669107	17	-8	0	7	940	25	11	0	0	1	745	1		100	0	14	3	22	-99999999	43	125	21	6495	0	3	0	6460	0	542	46	Gemeente	GM0846	-4	84	Sint-Oedenrode	-99999999	262	17	18	6449	Sint-Oedenrode	17	280	28	20	-15	8035	29	1.2	12	42	17	0	1650	2.5	9	73	55	6375	4	4	8470	17	2	1	11400		295	27	-4	8460	2	35	16930
288.5902363587103 269.8528513420483	20	-4	1	8	1340	30	10	0	1	1	1000	2		180	0	16	9	27	-99999999	41	184	24	6511	1	0	2	10350	1	895	120	Gemeente	GM0824	-3	80	Oisterwijk	-99999999	406	18	25	6391	Oisterwijk	19	510	21	19	-22	11785	28	1.1	13	40	15	0	1575	2.4	10	65	64	10025	7	4	12780	15	2	5	17400		155	26	-2	13130	4	33	25920
375.4966929505998 267.13062192092787	26	0	0	8	1870	27	12	0	0	0	1420	1		260	0	13	0	23	-99999999	45	100	17	12336	0	0	1	10550	0	636	61	Gemeente	GM1652	-1	98	Gemert-Bakel	-99999999	227	19	21	12275	Gemert-Bakel	16	510	27	19	-11	12270	28	1.2	11	43	12	0	2830	2.6	12	67	57	10190	6	4	14120	16	2	5	18600		465	28	0	13760	2	32	27880
146.54432237079766 258.9414870091157	46	-4	0	9	3710	43	11	0	4	1	2060	2		1190	1	15	3	32	-99999999	36	338	19	9313	5	0	2	28520	2	1579	1238	Gemeente	GM0748	-3	83	Bergen op Zoom	-99999999	821	21	53	8076	Bergen op Zoom	17	1900	17	18	-14	27305	27	1.0	12	41	9	0	3455	2.2	12	35	62	27985	9	2	32840	21	1	4	43800		140	29	-2	33460	13	32	66300
167.84474025443575 261.0601933947037	47	-4	0	9	4070	37	11	0	4	0	2295	4		1410	1	15	-2	30	-99999999	37	317	19	10721	3	0	3	32810	3	1416	78	Gemeente	GM1674	-2	78	Roosendaal	-99999999	730	21	43	10643	Roosendaal	17	1930	17	18	-17	33730	27	1.0	12	40	2	0	5120	2.3	12	46	65	32350	9	3	38470	18	2	6	51300		300	29	-2	39270	12	33	77730
188.7714969293621 263.2067265858143	29	-11	0	8	2200	35	10	0	0	0	890	1		250	0	14	8	20	-99999999	43	170	18	6449	0	5	0	8990	0	615	5	Gemeente	GM0840	-4	141	Rucphen	-99999999	350	24	40	6444	Rucphen	17	540	33	16	-11	10950	31	1.2	12	44	2	0	2110	2.4	16	44	52	9040	5	4	11330	15	1	2	15600		265	28	2	11200	2	37	22530
405.70698353275696 260.3118176058475	37	-1	7	8	2820	34	11	1	2	9	1365	3		530	1	13	0	27	-99999999	41	113	17	14636	3	8	3	15350	1	955	66	Gemeente	GM0984	-2	107	Venray	-99999999	268	22	35	14570	Venray	16	890	20	20	-11	16500	27	1.1	12	42	2	0	2850	2.4	13	52	60	15200	9	4	19750	20	1	5	26300		495	29	-3	19360	9	32	39110
353.23364531952126 264.56515489856764	20	-10	0	7	1220	28	11	0	0	2	955	1		160	0	13	6	22	-99999999	44	178	20	5617	0	3	0	8260	0	531	81	Gemeente	GM1659	-2	83	Laarbeek	-99999999	391	18	24	5536	Laarbeek	17	410	31	19	-12	9860	29	1.2	12	41	7	0	2010	2.5	12	64	55	8200	5	4	11000	15	3	4	14400		215	28	-2	10650	1	34	21640
53.15892502026976 271.24906923186677	14	10	0	8	800	20	11	0	0	0	870	1		120	0	18	4	26	-99999999	38	74	21	20709	0	0	0	8800	0	251	7415	Gemeente	GM0717	-3	57	Veere	-99999999	166	17	61	13294	Veere	17	270	19	19	-12	9805	29	1.1	12	43	4	0	1685	2.4	12	27	63	9865	5	5	11080	18	1	3	14400		390	23	0	10960	1	36	22040
428.4931645872581 261.58589671727816	10	-99999997	0	6	440	33	11	0	0	1	425	1		30	0	12	0	19	-99999999	44	97	17	3940	0	-2	3	2920	0	165	96	Gemeente	GM0993	1	83	Meerlo-Wanssum	-99999999	202	16	46	3844	Meerlo-Wanssum	16	180	24	20	-14	3730	29	1.3	12	43	7	0	915	2.6	12	42	55	2895	6	5	3980	21	1	5	5300		135	28	-1	3770	1	37	7750
77.41127668594008 263.09253901801236	39	-4	1	8	2080	28	11	0	1	1	1180	3		600	1	17	1	34	-99999999	34	175	19	10209	0	0	3	15910	1	1158	924	Gemeente	GM0664	-2	87	Goes	-99999999	396	20	72	9284	Goes	18	660	14	18	-7	16250	27	1.0	13	41	5	0	2685	2.2	13	15	62	15885	7	3	17860	24	6	5	25400		130	27	0	18930	6	33	36780
240.11261348387265 257.40447211974083	11	-99999997	1	6	370	21	11	0	0	2	410	1		40	0	14	0	20	-99999999	45	52	22	9364	0	0	1	3610	0	256	47	Gemeente	GM1723	-1	59	Alphen-Chaam	-99999999	102	16	26	9318	Alphen-Chaam	17	130	23	20	-12	4875	29	1.3	12	41	-6	-1	935	2.6	16	58	58	3575	11	5	4800	20	3	3	6400		290	26	-2	4710	1	35	9510
80.71364477843537 269.99536474861674	18	-99999997	1	6	390	30	9	0	0	1	370	1		50	0	19	0	29	-99999999	31	41	17	12029	0	8	4	3170	0	195	3421	Gemeente	GM1695	-2	83	Noord-Beveland	-99999999	84	18	74	8608	Noord-Beveland	15	140	17	16	-14	3515	31	1.1	11	46	14	0	720	2.2	7	19	59	3850	7	5	3610	24	3	7	5100		120	26	-6	3590	2	41	7200
302.9604959270577 254.95770761674086	12	-7	0	7	820	27	11	0	0	1	850	1		80	0	14	10	23	-99999999	45	102	21	10285	0	0	1	6720	0	540	110	Gemeente	GM0823	-1	70	Oirschot	-99999999	176	15	22	10175	Oirschot	18	320	26	20	-17	10345	28	1.5	12	40	14	0	2380	2.6	8	70	57	6300	4	4	9080	16	21	4	12000		305	27	-2	8830	1	32	17900
201.7787504864692 252.31584964826067	12	-9	1	7	1140	24	10	0	1	1	755	1		90	0	15	0	24	-99999999	41	79	20	12075	0	1	2	8050	0	439	37	Gemeente	GM0879	-1	84	Zundert	-99999999	171	16	62	12038	Zundert	17	320	22	19	-19	9490	28	1.2	12	44	1	0	1910	2.5	10	29	59	7895	10	5	10490	19	2	4	13900		685	27	-1	10060	2	35	20550
46.405117560504735 260.46763745842117	50	4	0	8	2250	28	12	0	1	1	1435	3		990	1	16	0	36	-99999999	33	373	20	5305	2	0	4	20650	1	1571	441	Gemeente	GM0687	-2	74	Middelburg	-99999999	957	21	59	4864	Middelburg	17	850	15	18	-16	18130	27	0.9	12	39	8	1	2500	2.2	15	26	61	20255	9	2	22730	25	2	6	31100		95	27	0	23820	7	31	46550
319.63749160336283 260.1811131033559	29	3	1	8	1350	30	11	0	0	1	1200	2		320	0	12	-5	23	-99999999	43	376	24	3512	2	0	11	11390	1	1265	83	Gemeente	GM0753	-3	69	Best	-99999999	844	18	22	3428	Best	18	580	19	21	-8	12875	26	1.1	13	39	4	0	1755	2.5	12	66	66	11275	8	3	14440	15	3	12	19100		100	31	-2	14490	5	34	28920
280.38213256981874 251.76605875793317	15	5	0	7	750	22	10	0	0	0	665	1		70	0	13	1	22	-99999999	45	74	24	9679	0	0	3	5660	0	531	156	Gemeente	GM0798	-2	75	Hilvarenbeek	-99999999	158	15	17	9523	Hilvarenbeek	18	220	24	21	-13	7065	28	1.2	12	40	9	0	1645	2.6	14	69	60	5600	5	4	7670	17	1	6	10000		285	28	-4	7400	1	34	15070
333.06972698155647 260.88194254952396	26	2	0	7	690	28	9	0	0	1	645	2		150	0	18	6	24	-99999999	38	291	29	2649	0	4	3	6150	1	570	56	Gemeente	GM0848	-4	72	Son en Breugel	-99999999	584	19	19	2593	Son en Breugel	20	270	20	20	-19	7555	26	1.2	14	37	2	0	1865	2.4	12	69	66	6185	8	4	7520	14	0	5	10000		75	28	1	7610	3	38	15140
262.6995612594949 259.8536995364186	25	4	-1	7	1220	31	12	0	0	0	805	1		190	0	14	0	23	-99999999	42	239	22	4224	1	-2	0	8810	0	1016	20	Gemeente	GM0785	-5	79	Goirle	-99999999	533	19	21	4204	Goirle	18	490	22	17	-15	10045	32	1.1	13	40	10	0	1220	2.5	6	74	58	8710	7	3	11150	19	1	5	15600		70	25	-4	11240	3	35	22390
343.5991857731195 251.4302927424694	29	7	-1	8	940	31	11	0	0	0	880	1		260	0	13	-2	21	-99999999	42	334	31	3411	0	0	-3	9120	0	970	22	Gemeente	GM0820	-3	60	Nuenen, Gerwen en Nederwetten	-99999999	684	19	25	3388	Nuenen, Gerwen en Nederwetten	21	490	21	19	-20	11320	32	1.2	14	36	4	0	1475	2.5	11	64	64	9100	8	4	11640	15	1	0	15100		90	25	-6	11540	2	36	23180
96.37350454935354 255.16153396396928	18	-8	0	6	460	20	11	0	0	0	515	1		80	0	14	-4	22	-99999999	43	143	23	4966	0	-1	4	4440	0	513	1252	Gemeente	GM0678	-2	61	Kapelle	-99999999	313	15	84	3714	Kapelle	18	140	20	21	-19	5295	27	1.2	12	38	5	0	855	2.5	10	7	57	4455	5	4	5700	23	2	5	7600		125	27	-3	5910	2	35	11610
122.59114689436451 242.6983235901462	27	6	0	7	720	23	13	0	0	0	805	2		200	0	15	5	26	-99999999	41	88	20	24308	1	7	2	7970	0	431	14085	Gemeente	GM0703	-3	55	Reimerswaal	-99999999	206	15	74	10223	Reimerswaal	17	300	19	22	-12	9000	22	1.1	11	43	-4	0	1875	2.6	11	15	60	8145	5	5	10580	21	2	3	12900		200	27	-3	10440	3	33	21020
421.9041732389924 245.19153889821308	18	-4	0	7	1570	29	11	0	0	0	1335	2		190	0	14	-2	23	-99999999	43	106	18	12255	0	-4	2	11020	1	551	193	Gemeente	GM1507	-3	83	Horst aan de Maas	-99999999	238	17	66	12062	Horst aan de Maas	17	560	21	20	-23	12830	28	1.2	12	43	9	0	2605	2.5	12	23	59	11035	6	4	14490	20	1	5	19400		470	28	-3	14230	2	33	28720
71.97307652578985 245.71730917153468	17	8	0	7	1000	21	11	0	0	1	1105	1		130	0	14	0	25	-99999999	41	73	21	19442	0	3	2	8780	0	267	5239	Gemeente	GM0654	-3	68	Borsele	-99999999	158	15	72	14203	Borsele	18	310	23	21	-15	10400	27	1.2	12	40	9	0	2250	2.5	17	11	52	8950	5	5	11340	25	1	4	14600		385	27	-4	11060	2	34	22400
443.5418066109777 244.48455249384355	16	10	0	6	510	38	11	0	0	2	375	1		60	0	14	0	23	-99999999	42	101	18	4154	0	-3	-2	3520	0	338	185	Gemeente	GM0885	-2	85	Arcen en Velden	-99999999	224	18	63	3968	Arcen en Velden	16	230	21	18	-20	4000	30	1.1	12	46	16	1	575	2.5	7	29	58	3505	13	5	4460	21	2	3	6100		110	26	-7	4430	1	35	8890
360.4125184620876 250.9157522687136	67	4	1	9	5780	43	11	1	4	1	2775	3		2290	1	12	-1	30	-99999999	38	674	16	5456	3	0	7	36450	1	1482	136	Gemeente	GM0794	-1	99	Helmond	-99999999	1613	23	40	5320	Helmond	17	2530	20	20	-22	35850	25	1.0	11	42	6	0	4940	2.3	10	50	64	35870	10	3	43000	16	2	7	56100		80	33	-4	42830	11	32	85830
386.98049787832196 241.03668342550122	27	4	0	8	2090	27	13	0	1	1	1240	1		310	1	14	4	23	-99999999	43	118	19	11837	0	2	0	12170	0	806	127	Gemeente	GM0762	-1	97	Deurne	-99999999	273	20	26	11710	Deurne	17	590	28	19	-16	13800	27	1.1	12	41	12	0	3125	2.5	12	62	58	12050	4	4	16160	14	2	3	21300		500	27	-2	15840	3	34	32000
329.4026811473422 244.2682608072361	59	-2	0	9	12170	40	13	1	2	1	6285	5		5610	2	15	-2	44	-99999999	28	999	18	8884	4	0	3	102260	2	2118	109	Gemeente	GM0772	-3	85	Eindhoven	-99999999	2376	26	45	8775	Eindhoven	17	5680	15	16	-17	87625	24	0.9	12	40	5	0	11295	2.0	6	48	68	93750	11	2	105020	17	3	5	142600		30	32	-3	103440	15	29	208460
40.72298591873596 250.40136137883962	70	6	0	8	2200	38	13	2	2	1	1570	4		1420	2	17	3	38	-99999999	30	525	18	34498	1	0	2	21380	2	1675	31085	Gemeente	GM0718	-2	73	Vlissingen	-99999999	1329	24	62	3414	Vlissingen	17	1150	14	16	-12	17930	28	0.8	12	41	6	0	2155	2.0	16	22	62	21100	12	2	22500	23	2	5	30300		45	27	-4	22870	10	31	45370
241.1976959985931 241.7616904111993	23	8	1	6	390	23	10	0	0	1	235	1		60	0	18	-10	29	-99999999	36	43	18	7630	0	7	6	2740	0	301	3	Gemeente	GM0744	-6	89	Baarle-Nassau	-99999999	86	17	17	7627	Baarle-Nassau	16	100	22	15	-19	3300	31	1.2	12	44	12	-2	675	2.3	8	75	65	2405	25	5	3360	14	1	11	4600		235	25	-4	3230	1	35	6580
55.199051860663744 249.66996622777563	70	6	0	8	2200	38	13	2	2	1	1570	4		1420	2	17	3	38	-99999999	30	525	18	34498	1	0	2	21380	2	1675	31085	Gemeente	GM0718	-2	73	Vlissingen	-99999999	1329	24	62	3414	Vlissingen	17	1150	14	16	-12	17930	28	0.8	12	41	6	0	2155	2.0	16	22	62	21100	12	2	22500	23	2	5	30300		45	27	-4	22870	10	31	45370
154.62727031252226 234.99194337860925	23	-9	-1	7	1030	35	10	0	0	-1	1025	1		190	0	15	0	23	-99999999	38	115	19	9199	0	-1	1	8760	0	518	14	Gemeente	GM0873	-2	71	Woensdrecht	-99999999	231	20	49	9185	Woensdrecht	17	510	21	17	-18	10545	31	1.2	13	41	4	0	1500	2.3	22	29	61	8670	16	4	10630	19	2	3	13900		125	27	-4	10580	2	39	21220
53.102835883093675 247.06002789757974	70	6	0	8	2200	38	13	2	2	1	1570	4		1420	2	17	3	38	-99999999	30	525	18	34498	1	0	2	21380	2	1675	31085	Gemeente	GM0718	-2	73	Vlissingen	-99999999	1329	24	62	3414	Vlissingen	17	1150	14	16	-12	17930	28	0.8	12	41	6	0	2155	2.0	16	22	62	21100	12	2	22500	23	2	5	30300		45	27	-4	22870	10	31	45370
306.8294043977671 230.9133968640899	17	-13	5	7	1120	22	11	0	0	0	900	1		110	0	15	-4	22	-99999999	43	107	24	8328	0	0	0	6840	0	443	84	Gemeente	GM0770	-1	93	Eersel	-99999999	222	20	26	8244	Eersel	18	270	24	19	-17	8785	28	1.3	13	41	-2	0	1945	2.6	16	58	61	6750	5	5	9320	15	1	3	12200		235	27	-5	8980	1	34	18300
349.57676542152694 239.63853323220778	38	-2	0	8	2020	33	11	1	1	2	1355	2		570	1	15	-3	28	-99999999	38	561	22	3139	1	4	0	15860	0	1185	34	Gemeente	GM1771	-2	80	Geldrop-Mierlo	-99999999	1218	21	26	3106	Geldrop-Mierlo	18	820	24	18	-24	17410	28	1.1	13	40	10	0	2430	2.3	19	55	59	15970	9	3	18700	17	2	1	25400		60	28	-11	19150	5	33	37850
365.852689574724 226.5230114935767	21	10	-1	7	1070	26	12	0	0	0	670	1		130	0	13	-9	22	-99999999	46	99	20	8143	0	-8	-1	6720	0	562	137	Gemeente	GM0847	-3	90	Someren	-99999999	226	18	24	8006	Someren	16	310	34	21	-12	7935	27	1.2	11	44	8	0	1900	2.6	8	68	53	6710	4	4	9210	13	2	1	11800		330	28	-2	8900	2	32	18110
246.54265961186195 241.3337459031335	null	null	null	null	null	null	null	null	null	null	null	null		null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null		GM9999	null	null		null	null	null	null	null		null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null		null	null	null	null	null	null	null
379.6016160560778 228.504583305886	21	2	1	7	910	26	11	0	1	2	580	2		130	0	13	6	23	-99999999	43	103	20	7138	0	0	3	6190	1	805	105	Gemeente	GM0743	-3	84	Asten	-99999999	231	17	29	7034	Asten	17	290	27	20	-11	7235	28	1.2	12	42	4	0	1640	2.5	8	63	57	6100	4	4	8260	16	2	8	10900		275	27	-2	8000	3	33	16260
317.55991279333955 234.72423789041375	27	-6	1	8	2470	30	11	0	0	1	1790	3		430	1	14	2	27	-99999999	39	613	22	3192	0	-1	2	17450	1	1447	20	Gemeente	GM0861	0	85	Veldhoven	-99999999	1348	21	41	3172	Veldhoven	18	880	20	18	-17	19460	28	1.1	13	39	4	0	2600	2.4	15	45	62	17595	9	3	21460	18	2	4	28800		75	29	0	21300	4	34	42760
294.9397640561386 224.81041233551926	13	2	-9	7	1010	25	11	0	0	0	990	1		90	0	13	-5	22	-99999999	44	119	20	7571	0	-5	1	7210	0	544	28	Gemeente	GM1728	-3	79	Bladel	-99999999	254	17	19	7542	Bladel	17	330	31	20	-12	8940	27	1.2	12	43	4	0	2060	2.6	10	71	55	7080	6	4	9720	14	1	4	12700		220	28	0	9410	2	34	19140
280.6932048780434 226.3729285715466	13	4	-1	7	670	20	15	0	0	1	620	1		60	0	12	2	21	-99999999	47	74	19	7865	0	0	-1	4520	0	469	72	Gemeente	GM1667	-4	78	Reusel-De Mierden	-99999999	158	16	23	7793	Reusel-De Mierden	16	180	32	18	-15	5760	29	1.3	12	45	14	0	1365	2.7	25	52	57	4505	6	5	6250	12	1	4	8500		240	26	-2	6050	1	32	12300
