code	name	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
GM0160	Hardenberg	28610	28630	28650	28690	28760	28990	29160	29265	29325	29430	29440	29460	29506	29753
GM0163	Hellendoorn	18040	18120	18060	18000	18010	17920	17890	17905	17910	17870	17850	17833	17835	17880
GM0164	Hengelo (O.)	40820	40930	41000	41050	40880	40850	40665	40630	40650	40625	40580	40593	40521	40327
GM0166	Kampen	24740	24740	24840	24870	24940	25160	25215	25370	25500	25625	25725	25863	26107	26332
GM0168	Losser	11280	11260	11240	11230	11240	11290	11290	11285	11280	11225	11265	11172	11184	11170
GM0171	Noordoostpolder	22600	22630	22690	22660	22640	22620	22730	22805	22890	22875	22890	22890	22836	22882
GM0173	Oldenzaal	15680	15660	15640	15760	15860	15910	16045	16165	16100	16125	16100	16132	16150	16120
GM0175	Ommen	8420	8460	8600	8630	8710	8710	8685	8660	8680	8645	8625	8593	8716	8676
GM0177	Raalte	18540	18570	18600	18620	18520	18410	18360	18345	18275	18175	18175	18240	18274	18357
GM0180	Staphorst	7650	7670	7700	7740	7760	7790	7860	7865	7900	7935	7990	8007	8064	8142
GM0183	Tubbergen	9960	10090	10160	10240	10260	10330	10435	10425	10425	10385	10400	10359	10349	10356
GM0184	Urk	8420	8540	8640	8710	8840	8940	9065	9245	9360	9475	9630	9734	9902	10028
GM0189	Wierden	11630	11700	11690	11640	11640	11690	11690	11795	11895	11910	11950	11951	11998	12133
GM0193	Zwolle	57050	57620	58200	58960	59770	60470	61095	61660	62245	62645	62770	63102	63554	63821
GM0196	Rijnwaarden	5560	5510	5500	5480	5490	5510	5550	5545	5545	5510	5490	5486	5467	5464
GM0197	Aalten	9510	13740	13740	13780	13760	13690	13735	13680	13620	13555	13510	13433	13430	13422
GM0199	Angerlo	2540	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0200	Apeldoorn	79390	79470	79410	79170	78920	78860	78970	79110	79435	79700	79750	79936	80216	80556
GM0202	Arnhem	71690	71520	71950	72020	72520	73360	74050	74565	75205	75465	75795	76421	77202	77992
GM0203	Barneveld	25060	25100	25330	25620	25870	26180	26390	26660	26905	27030	27195	27533	27918	28320
GM0207	Bergh	9200	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0209	Beuningen	12700	12630	12500	12560	12630	12620	12725	12770	12745	12690	12655	12631	12660	12727
GM0211	Borculo	5150	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0213	Brummen	10800	10750	10760	10700	10720	10690	10700	10755	10810	10745	10700	10609	10605	10561
GM0214	Buren	12820	12800	12790	12820	12830	12790	12935	13005	12965	12960	13030	13056	13093	13136
GM0216	Culemborg	13420	13660	13680	13710	13760	13850	13865	13910	13945	13935	13905	13898	13913	14003
GM0218	Didam	8460	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0219	Dinxperlo	4280	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0221	Doesburg	5790	5760	5860	5880	5860	5870	5925	5945	5940	5890	5835	5812	5811	5797
GM0222	Doetinchem	25010	28580	28610	28400	28430	28350	28365	28310	28400	28545	28505	28574	28629	28809
GM0225	Druten	8980	9040	9090	9130	9100	9100	9085	9090	9155	9165	9175	9195	9260	9318
GM0226	Duiven	13150	13080	13010	13040	13060	13000	13045	13015	13010	13035	13010	12972	12925	12870
GM0228	Ede	53780	54380	54690	54860	54880	54860	54905	55140	55390	55945	56355	56785	57126	57507
GM0229	Eibergen	8070	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0230	Elburg	11000	11140	11150	11230	11250	11190	11245	11300	11310	11370	11435	11526	11559	11558
GM0232	Epe	16900	16780	16740	16760	16760	16740	16670	16685	16470	16410	16365	16295	16319	16406
GM0233	Ermelo	13510	13440	13380	13390	13370	13390	13345	13275	13260	13235	13160	13242	13358	13412
GM0236	Geldermalsen	12940	13190	13240	13250	13270	13230	13245	13225	13280	13230	13285	13284	13285	13408
GM0237	Gendringen	10410	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0239	Gorssel	6820	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0240	Groenlo	4800	14870	14740	null	null	null	null	null	null	null	null	null	null	null
GM0241	Groesbeek	9680	9650	9680	9710	9720	9740	9690	9650	9630	9685	9630	17277	null	null
GM0243	Harderwijk	20560	20720	20990	21340	21470	21870	22340	22815	23055	23185	23230	23221	23259	23439
GM0244	Hattem	6050	6040	6020	5980	5980	6020	6035	6010	6020	6015	5975	5994	6051	6109
GM0246	Heerde	9190	9170	9200	9100	9200	9260	9275	9275	9245	9355	9395	9418	9416	9415
GM0248	Hengelo (Gld.)	4220	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0252	Heumen	8450	8490	8510	8390	8370	8390	8395	8315	8285	8290	8210	8227	8243	8316
GM0256	Hummelo en Keppel	2310	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0260	Lichtenvoorde	9400	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0262	Lochem	9880	16740	16740	16790	16880	17000	16990	16905	16945	16965	16925	16914	16900	16976
GM0263	Maasdriel	11720	11720	11700	11680	11720	11790	11785	11875	11900	11930	11945	11964	11908	11950
GM0265	Millingen aan de Rijn	2960	2950	2920	2930	2950	2940	2960	2960	2950	2980	2935	null	null	null
GM0266	Neede	5510	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0267	Nijkerk	18930	19180	19340	19510	19560	19620	19860	19995	20155	20260	20405	20505	20657	20972
GM0268	Nijmegen	81870	82550	83250	83940	84180	84400	84865	85640	86100	86760	87610	88747	89187	89592
GM0269	Oldebroek	11360	11400	11320	11250	11240	11190	11205	11210	11265	11300	11340	11416	11434	11520
GM0273	Putten	11670	11660	11690	11680	11770	11880	11915	11980	12025	12070	12020	12243	12367	12299
GM0274	Renkum	16690	16660	16490	16500	16480	16440	16385	16350	16355	16275	16280	16178	16070	16073
GM0275	Rheden	23190	23140	22860	22740	22650	22540	22490	22660	22395	22375	22335	22284	22363	22304
GM0277	Rozendaal	760	760	770	780	770	780	745	760	765	755	760	765	761	755
GM0278	Ruurlo	4330	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0279	Scherpenzeel	4560	4530	4490	4480	4540	4600	4690	4700	4715	4760	4810	4825	4824	4894
GM0280	Steenderen	2480	null	null	null	null	null	null	null	null	null	null	null	null	null
