code	name	OAD_2014	OPP_WATER_2014	AANT_INW_2014	BEV_DICHTH_2014
GM0003	Appingedam	975.0	81.0	12065.0	507.0
GM0005	Bedum	624.0	41.0	10495.0	236.0
GM0007	Bellingwedde	154.0	172.0	8920.0	82.0
GM0009	Ten Boer	323.0	42.0	7480.0	165.0
GM0010	Delfzijl	607.0	9437.0	25695.0	193.0
GM0014	Groningen	3308.0	548.0	198315.0	2534.0
GM0015	Grootegast	211.0	104.0	12165.0	140.0
GM0017	Haren	803.0	522.0	18780.0	413.0
GM0018	Hoogezand-Sappemeer	1132.0	637.0	34305.0	515.0
GM0022	Leek	715.0	106.0	19595.0	310.0
GM0024	Loppersum	188.0	95.0	10195.0	92.0
GM0025	Marum	302.0	43.0	10375.0	161.0
GM0034	Almere	1571.0	11946.0	196010.0	1516.0
GM0037	Stadskanaal	721.0	231.0	32800.0	279.0
GM0039	Scheemda	null	null	null	null
GM0040	Slochteren	211.0	828.0	15545.0	103.0
GM0047	Veendam	891.0	268.0	27790.0	366.0
GM0048	Vlagtwedde	335.0	322.0	15905.0	95.0
GM0050	Zeewolde	857.0	2112.0	21500.0	87.0
GM0051	Skarsterlân	null	null	null	null
GM0052	Winschoten	null	null	null	null
GM0053	Winsum	407.0	144.0	13850.0	137.0
GM0055	Boarnsterhim	null	null	null	null
GM0056	Zuidhorn	401.0	288.0	18775.0	150.0
GM0058	Dongeradeel	493.0	10009.0	24160.0	145.0
GM0059	Achtkarspelen	407.0	170.0	28015.0	274.0
GM0060	Ameland	247.0	20981.0	3575.0	61.0
GM0063	het Bildt	295.0	2415.0	10625.0	115.0
GM0064	Bolsward	null	null	null	null
GM0065	Dantumadeel	null	null	null	null
GM0070	Franekeradeel	639.0	656.0	20445.0	199.0
GM0072	Harlingen	983.0	36271.0	15820.0	634.0
GM0074	Heerenveen	996.0	800.0	49900.0	262.0
GM0079	Kollumerland c.a.	352.0	674.0	12875.0	117.0
GM0080	Leeuwarden	2106.0	1584.0	107340.0	695.0
GM0081	Leeuwarderadeel	518.0	57.0	10275.0	251.0
GM0082	Lemsterland	null	null	null	null
GM0083	Menaldumadeel	null	null	null	null
GM0085	Ooststellingwerf	440.0	212.0	25670.0	115.0
GM0086	Opsterland	363.0	314.0	29860.0	133.0
GM0088	Schiermonnikoog	255.0	16201.0	940.0	25.0
GM0090	Smallingerland	1180.0	846.0	55465.0	471.0
GM0091	Sneek	null	null	null	null
GM0093	Terschelling	210.0	59052.0	4780.0	57.0
GM0096	Vlieland	172.0	28005.0	1110.0	31.0
GM0098	Weststellingwerf	650.0	768.0	25455.0	115.0
GM0104	Nijefurd	null	null	null	null
GM0106	Assen	1436.0	157.0	67190.0	821.0
GM0109	Coevorden	479.0	371.0	35770.0	121.0
GM0114	Emmen	755.0	1063.0	108050.0	322.0
GM0118	Hoogeveen	1057.0	170.0	54665.0	429.0
GM0119	Meppel	1217.0	148.0	32865.0	592.0
GM0140	Littenseradiel	124.0	198.0	10925.0	84.0
GM0141	Almelo	1451.0	211.0	72460.0	1077.0
GM0144	Bathmen	null	null	null	null
GM0147	Borne	1183.0	16.0	21885.0	842.0
GM0148	Dalfsen	466.0	140.0	27675.0	168.0
GM0150	Deventer	1728.0	309.0	98320.0	749.0
GM0153	Enschede	2002.0	174.0	158585.0	1125.0
GM0158	Haaksbergen	948.0	68.0	24345.0	232.0
GM0160	Hardenberg	511.0	489.0	59575.0	191.0
GM0163	Hellendoorn	739.0	104.0	35710.0	259.0
GM0164	Hengelo (O.)	1667.0	94.0	80955.0	1330.0
GM0166	Kampen	1350.0	1955.0	51090.0	359.0
GM0168	Losser	713.0	86.0	22610.0	229.0
GM0171	Noordoostpolder	685.0	13541.0	46355.0	101.0
GM0173	Oldenzaal	1361.0	40.0	32135.0	1491.0
GM0175	Ommen	439.0	206.0	17360.0	96.0
GM0177	Raalte	631.0	124.0	36520.0	213.0
GM0180	Staphorst	334.0	152.0	16365.0	122.0
GM0183	Tubbergen	268.0	43.0	21205.0	144.0
GM0184	Urk	976.0	9840.0	19470.0	1692.0
GM0189	Wierden	680.0	67.0	23910.0	252.0
GM0193	Zwolle	1828.0	806.0	123160.0	1106.0
GM0196	Rijnwaarden	359.0	844.0	10915.0	275.0
GM0197	Aalten	756.0	52.0	27010.0	280.0
GM0199	Angerlo	null	null	null	null
GM0200	Apeldoorn	1667.0	127.0	157545.0	464.0
GM0202	Arnhem	2034.0	358.0	150820.0	1540.0
GM0203	Barneveld	821.0	69.0	54150.0	308.0
GM0207	Bergh	null	null	null	null
GM0209	Beuningen	948.0	345.0	25285.0	579.0
GM0211	Borculo	null	null	null	null
GM0213	Brummen	719.0	106.0	21175.0	252.0
GM0214	Buren	254.0	866.0	26020.0	194.0
GM0216	Culemborg	1387.0	173.0	27590.0	938.0
GM0218	Didam	null	null	null	null
GM0219	Dinxperlo	null	null	null	null
GM0221	Doesburg	817.0	139.0	11435.0	989.0
GM0222	Doetinchem	1073.0	59.0	56345.0	713.0
GM0225	Druten	762.0	478.0	18210.0	483.0
GM0226	Duiven	1135.0	127.0	25610.0	755.0
