code	name	OAD_2015	OPP_WATER_2015	AANT_INW_2015	BEV_DICHTH_2015
GM0545	Leerdam	1217.0	62.0	20568.0	609.0
GM0546	Leiden	3521.0	134.0	121562.0	5542.0
GM0547	Leiderdorp	2414.0	73.0	26853.0	2325.0
GM0553	Lisse	1562.0	36.0	22539.0	1436.0
GM0556	Maassluis	1964.0	163.0	32201.0	3792.0
GM0558	Wester-Koggenland	null	null	null	null
GM0559	Middelharnis	null	null	null	null
GM0563	Moordrecht	null	null	null	null
GM0567	Nieuwerkerk aan den IJssel	null	null	null	null
GM0568	Bernisse	null	null	null	null
GM0569	Nieuwkoop	470.0	1234.0	27114.0	344.0
GM0571	Nieuw-Lekkerland	null	null	null	null
GM0575	Noordwijk	1488.0	1595.0	25604.0	721.0
GM0576	Noordwijkerhout	1055.0	83.0	16063.0	711.0
GM0579	Oegstgeest	1758.0	67.0	22997.0	3151.0
GM0580	Oostflakkee	null	null	null	null
GM0584	Oud-Beijerland	1365.0	88.0	23702.0	1265.0
GM0585	Binnenmaas	650.0	626.0	28656.0	413.0
GM0588	Korendijk	313.0	2411.0	10778.0	141.0
GM0589	Oudewater	822.0	102.0	9924.0	254.0
GM0590	Papendrecht	1879.0	139.0	32188.0	3424.0
GM0595	Reeuwijk	null	null	null	null
GM0597	Ridderkerk	1711.0	155.0	45149.0	1904.0
GM0599	Rotterdam	3966.0	11529.0	623652.0	2986.0
GM0600	Rozenburg	null	null	null	null
GM0602	Rijnsburg	null	null	null	null
GM0603	Rijswijk	3143.0	44.0	48216.0	3431.0
GM0604	Sassenheim	null	null	null	null
GM0606	Schiedam	3257.0	186.0	76869.0	4270.0
GM0608	Schoonhoven	null	null	null	null
GM0610	Sliedrecht	1608.0	118.0	24758.0	1929.0
GM0611	Cromstrijen	654.0	1592.0	12784.0	235.0
GM0612	Spijkenisse	null	null	null	null
GM0613	Albrandswaard	1008.0	195.0	25148.0	1153.0
GM0614	Westvoorne	631.0	4425.0	14083.0	265.0
GM0617	Strijen	600.0	730.0	8716.0	173.0
GM0619	Valkenburg	null	null	null	null
GM0620	Vianen	901.0	315.0	19632.0	500.0
GM0622	Vlaardingen	2778.0	305.0	71645.0	3031.0
GM0623	Vlist	null	null	null	null
GM0625	Voorhout	null	null	null	null
GM0626	Voorschoten	1798.0	40.0	25150.0	2254.0
GM0627	Waddinxveen	1504.0	142.0	25657.0	917.0
GM0628	Warmond	null	null	null	null
GM0629	Wassenaar	1436.0	1144.0	25731.0	505.0
GM0632	Woerden	1313.0	359.0	50631.0	567.0
GM0637	Zoetermeer	2471.0	252.0	124025.0	3592.0
GM0638	Zoeterwoude	702.0	70.0	8114.0	382.0
GM0642	Zwijndrecht	2042.0	243.0	44501.0	2188.0
GM0643	Nederlek	null	null	null	null
GM0644	Ouderkerk	null	null	null	null
GM0645	Jacobswoude	null	null	null	null
GM0653	Gaasterlân-Sleat	null	null	null	null
GM0654	Borsele	314.0	5278.0	22568.0	159.0
GM0664	Goes	1286.0	934.0	37153.0	401.0
GM0668	West Maas en Waal	396.0	776.0	18570.0	240.0
GM0677	Hulst	484.0	5057.0	27360.0	136.0
GM0678	Kapelle	631.0	1250.0	12545.0	338.0
GM0683	Wymbritseradiel	null	null	null	null
GM0687	Middelburg	1725.0	454.0	47613.0	982.0
GM0689	Giessenlanden	286.0	151.0	14464.0	227.0
GM0693	Graafstroom	null	null	null	null
GM0694	Liesveld	null	null	null	null
GM0703	Reimerswaal	500.0	14046.0	22058.0	216.0
GM0707	Zederik	293.0	279.0	13717.0	186.0
GM0710	Wûnseradiel	null	null	null	null
GM0715	Terneuzen	851.0	6702.0	54577.0	218.0
GM0716	Tholen	461.0	10705.0	25440.0	173.0
GM0717	Veere	339.0	7364.0	21926.0	165.0
GM0718	Vlissingen	1888.0	31063.0	44485.0	1301.0
GM0733	Lingewaal	315.0	406.0	11079.0	220.0
GM0736	De Ronde Venen	850.0	1676.0	42588.0	425.0
GM0737	Tytsjerksteradiel	450.0	1213.0	31957.0	214.0
GM0738	Aalburg	372.0	277.0	12922.0	256.0
GM0743	Asten	916.0	118.0	16559.0	236.0
GM0744	Baarle-Nassau	318.0	7.0	6599.0	87.0
GM0748	Bergen op Zoom	1801.0	1283.0	66320.0	826.0
GM0753	Best	1352.0	79.0	28737.0	838.0
GM0755	Boekel	486.0	1.0	10119.0	293.0
GM0756	Boxmeer	622.0	236.0	28342.0	254.0
GM0757	Boxtel	1214.0	112.0	30337.0	476.0
GM0758	Breda	2108.0	263.0	180937.0	1435.0
GM0762	Deurne	833.0	139.0	31765.0	272.0
GM0765	Pekela	525.0	113.0	12678.0	258.0
GM0766	Dongen	1141.0	45.0	25395.0	867.0
GM0770	Eersel	553.0	86.0	18347.0	222.0
GM0772	Eindhoven	2448.0	120.0	223209.0	2546.0
GM0777	Etten-Leur	1622.0	57.0	42503.0	768.0
GM0779	Geertruidenberg	1084.0	300.0	21574.0	810.0
GM0784	Gilze en Rijen	1056.0	17.0	26065.0	398.0
GM0785	Goirle	1167.0	26.0	23014.0	547.0
GM0786	Grave	630.0	85.0	12840.0	472.0
GM0788	Haaren	325.0	84.0	13523.0	234.0
GM0794	Helmond	1712.0	153.0	89718.0	1686.0
GM0796	's-Hertogenbosch	1885.0	748.0	150889.0	1364.0
GM0797	Heusden	1056.0	234.0	43132.0	547.0
GM0798	Hilvarenbeek	563.0	158.0	15042.0	158.0
GM0808	Lith	null	null	null	null
GM0809	Loon op Zand	1027.0	58.0	22960.0	458.0
GM0815	Mill en Sint Hubert	311.0	95.0	10831.0	207.0
GM0820	Nuenen c.a.	1103.0	22.0	22620.0	671.0
GM0823	Oirschot	593.0	107.0	18079.0	178.0
GM0824	Oisterwijk	952.0	126.0	25732.0	403.0
GM0826	Oosterhout	1531.0	161.0	53793.0	753.0
GM0828	Oss	1334.0	752.0	89799.0	550.0
GM0840	Rucphen	651.0	6.0	22233.0	345.0
GM0844	Schijndel	1069.0	12.0	23543.0	567.0
GM0845	Sint-Michielsgestel	599.0	90.0	28395.0	486.0
GM0846	Sint-Oedenrode	671.0	52.0	17937.0	278.0
GM0847	Someren	701.0	117.0	18695.0	233.0
GM0848	Son en Breugel	667.0	56.0	16344.0	630.0
GM0851	Steenbergen	689.0	1252.0	23638.0	161.0
GM0852	Waterland	662.0	6356.0	17143.0	329.0
GM0855	Tilburg	2696.0	192.0	211648.0	1805.0
GM0856	Uden	1327.0	48.0	41089.0	613.0
GM0858	Valkenswaard	1430.0	158.0	30234.0	551.0
GM0860	Veghel	1018.0	76.0	37754.0	483.0
GM0861	Veldhoven	1666.0	20.0	44166.0	1392.0
GM0865	Vught	1280.0	94.0	25853.0	772.0
GM0866	Waalre	831.0	28.0	16874.0	754.0
GM0867	Waalwijk	1249.0	302.0	46713.0	723.0
GM0870	Werkendam	604.0	1728.0	26452.0	253.0
GM0873	Woensdrecht	651.0	25.0	21644.0	236.0
GM0874	Woudrichem	348.0	240.0	14388.0	292.0
GM0879	Zundert	516.0	46.0	21363.0	177.0
GM0880	Wormerland	1395.0	655.0	15740.0	407.0
GM0881	Onderbanken	474.0	8.0	7866.0	372.0
GM0882	Landgraaf	1434.0	8.0	37456.0	1524.0
GM0885	Arcen en Velden	null	null	null	null
GM0888	Beek	876.0	null	16214.0	771.0
GM0889	Beesel	732.0	102.0	13511.0	480.0
GM0893	Bergen (L.)	307.0	503.0	13152.0	127.0
GM0899	Brunssum	1676.0	13.0	28656.0	1666.0
GM0905	Eijsden	null	null	null	null
GM0907	Gennep	626.0	279.0	17280.0	363.0
GM0914	Haelen	null	null	null	null
GM0917	Heerlen	1782.0	56.0	87500.0	1946.0
GM0918	Helden	null	null	null	null
GM0920	Heythuysen	null	null	null	null
GM0925	Hunsel	null	null	null	null
GM0928	Kerkrade	1743.0	23.0	46524.0	2124.0
GM0929	Kessel	null	null	null	null
GM0933	Maasbracht	null	null	null	null
GM0934	Maasbree	null	null	null	null
GM0935	Maastricht	2326.0	341.0	122397.0	2162.0
GM0936	Margraten	null	null	null	null
GM0938	Meerssen	589.0	61.0	19063.0	705.0
GM0941	Meijel	null	null	null	null
GM0944	Mook en Middelaar	416.0	142.0	7762.0	446.0
GM0946	Nederweert	616.0	178.0	16776.0	168.0
GM0951	Nuth	519.0	3.0	15495.0	468.0
GM0957	Roermond	1492.0	1020.0	57005.0	937.0
GM0962	Schinnen	471.0	6.0	12992.0	540.0
GM0964	Sevenum	null	null	null	null
GM0965	Simpelveld	663.0	null	10844.0	677.0
GM0971	Stein	876.0	155.0	25134.0	1193.0
GM0975	Swalmen	null	null	null	null
GM0977	Thorn	null	null	null	null
GM0981	Vaals	941.0	1.0	9694.0	406.0
GM0983	Venlo	1605.0	433.0	100536.0	806.0
GM0984	Venray	997.0	166.0	43202.0	264.0
GM0986	Voerendaal	527.0	1.0	12397.0	393.0
GM0988	Weert	1303.0	105.0	48914.0	468.0
GM0993	Meerlo-Wanssum	null	null	null	null
GM0994	Valkenburg aan de Geul	651.0	20.0	16618.0	452.0
GM0995	Lelystad	1353.0	53424.0	76418.0	331.0
GM1507	Horst aan de Maas	545.0	326.0	41661.0	221.0
GM1509	Oude IJsselstreek	640.0	157.0	39558.0	290.0
GM1525	Teylingen	1322.0	494.0	35646.0	1249.0
GM1581	Utrechtse Heuvelrug	744.0	186.0	48183.0	364.0
GM1586	Oost Gelre	732.0	46.0	29533.0	269.0
GM1598	Koggenland	408.0	378.0	22426.0	279.0
GM1621	Lansingerland	1206.0	211.0	58133.0	1071.0
GM1640	Leudal	377.0	210.0	36244.0	223.0
GM1641	Maasgouw	429.0	1229.0	23766.0	520.0
GM1651	Eemsmond	366.0	35426.0	15770.0	83.0
GM1652	Gemert-Bakel	753.0	99.0	29513.0	241.0
GM1655	Halderberge	740.0	70.0	29484.0	396.0
GM1658	Heeze-Leende	570.0	100.0	15477.0	149.0
GM1659	Laarbeek	616.0	80.0	21913.0	396.0
GM1661	Reiderland	null	null	null	null
GM1663	De Marne	157.0	6987.0	10157.0	60.0
GM1666	Zevenhuizen-Moerkapelle	null	null	null	null
GM1667	Reusel-De Mierden	541.0	77.0	12774.0	164.0
GM1669	Roerdalen	381.0	56.0	20699.0	235.0
GM1670	Roggel en Neer	null	null	null	null
GM1671	Maasdonk	null	null	null	null
GM1672	Rijnwoude	null	null	null	null
GM1673	Liemeer	null	null	null	null
GM1674	Roosendaal	1669.0	69.0	76874.0	722.0
GM1676	Schouwen-Duiveland	506.0	25795.0	33821.0	147.0
GM1679	Ambt Montfort	null	null	null	null
GM1680	Aa en Hunze	279.0	261.0	25203.0	91.0
GM1681	Borger-Odoorn	260.0	291.0	25502.0	93.0
GM1684	Cuijk	814.0	583.0	24649.0	481.0
GM1685	Landerd	450.0	33.0	15290.0	217.0
GM1690	De Wolden	297.0	163.0	23661.0	105.0
GM1695	Noord-Beveland	219.0	3568.0	7433.0	87.0
GM1696	Wijdemeren	569.0	2850.0	23176.0	484.0
GM1699	Noordenveld	684.0	451.0	31137.0	155.0
GM1700	Twenterand	585.0	186.0	33874.0	319.0
GM1701	Westerveld	204.0	423.0	19085.0	69.0
GM1702	Sint Anthonis	267.0	49.0	11612.0	117.0
GM1705	Lingewaard	916.0	697.0	45788.0	737.0
GM1706	Cranendonck	581.0	169.0	20542.0	269.0
GM1708	Steenwijkerland	586.0	3177.0	43219.0	149.0
GM1709	Moerdijk	741.0	2466.0	36816.0	231.0
GM1711	Echt-Susteren	707.0	141.0	31947.0	310.0
GM1714	Sluis	421.0	2751.0	23747.0	85.0
GM1719	Drimmelen	748.0	2329.0	26703.0	278.0
GM1721	Bernheze	639.0	66.0	29729.0	331.0
GM1722	Ferwerderadiel	207.0	3545.0	8738.0	89.0
GM1723	Alphen-Chaam	287.0	47.0	9753.0	105.0
GM1724	Bergeijk	495.0	74.0	18209.0	180.0
GM1728	Bladel	670.0	26.0	19869.0	264.0
GM1729	Gulpen-Wittem	283.0	18.0	14497.0	198.0
GM1730	Tynaarlo	495.0	430.0	32570.0	227.0
GM1731	Midden-Drenthe	397.0	508.0	33284.0	98.0
GM1734	Overbetuwe	773.0	585.0	46833.0	429.0
GM1735	Hof van Twente	604.0	276.0	34917.0	164.0
GM1740	Neder-Betuwe	409.0	745.0	22728.0	379.0
GM1742	Rijssen-Holten	1064.0	26.0	37830.0	402.0
GM1771	Geldrop-Mierlo	1339.0	37.0	38879.0	1254.0
GM1773	Olst-Wijhe	442.0	438.0	17839.0	156.0
GM1774	Dinkelland	450.0	112.0	25928.0	148.0
GM1783	Westland	1364.0	1105.0	104302.0	1311.0
GM1842	Midden-Delfland	1250.0	203.0	18709.0	395.0
GM1859	Berkelland	644.0	204.0	44364.0	172.0
GM1876	Bronckhorst	382.0	294.0	36726.0	130.0
GM1883	Sittard-Geleen	1471.0	153.0	93724.0	1186.0
GM1884	Kaag en Braassem	553.0	892.0	25844.0	408.0
GM1891	Dantumadiel	441.0	219.0	19059.0	223.0
GM1892	Zuidplas	1168.0	437.0	40771.0	683.0
GM1894	Peel en Maas	577.0	197.0	43448.0	273.0
GM1895	Oldambt	833.0	6924.0	38420.0	169.0
GM1896	Zwartewaterland	696.0	518.0	22166.0	268.0
GM1900	Sûdwest Fryslân	864.0	38292.0	84164.0	185.0
GM1901	Bodegraven-Reeuwijk	1079.0	1290.0	33208.0	438.0
GM1903	Eijsden-Margraten	437.0	93.0	24967.0	323.0
GM1904	Stichtse Vecht	1159.0	1019.0	63943.0	662.0
GM1908	Menameradiel	264.0	120.0	13612.0	198.0
GM1911	Hollands Kroon	427.0	30459.0	47546.0	133.0
GM1916	Leidschendam-Voorburg	2836.0	294.0	73979.0	2264.0
GM1921	De Friese Meren	534.0	19741.0	51213.0	146.0
GM1924	Goeree-Overflakkee	619.0	16153.0	48206.0	185.0
