code	name	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
GM0003	Appingedam	11	11	11	10	11	10	10	10	10	10	11	10	10	10
GM0005	Bedum	12	12	12	12	12	12	12	12	12	12	12	12	11	12
GM0007	Bellingwedde	9	10	10	10	10	9	10	10	10	9	10	10	10	9
GM0009	Ten Boer	11	11	11	11	11	11	11	11	10	10	11	11	11	11
GM0010	Delfzijl	11	11	11	11	11	11	11	11	11	11	11	11	11	10
GM0014	Groningen	21	21	21	22	22	23	23	23	24	24	24	24	24	24
GM0015	Grootegast	11	12	12	11	12	12	11	12	12	12	12	12	13	12
GM0017	Haren	9	9	9	9	9	9	9	10	10	10	10	9	9	10
GM0018	Hoogezand-Sappemeer	11	11	11	11	11	11	11	11	11	11	11	11	11	11
GM0022	Leek	12	12	11	11	11	11	11	11	10	10	11	11	11	11
GM0024	Loppersum	12	12	12	12	11	11	11	11	11	11	11	11	11	11
GM0025	Marum	11	11	11	11	11	11	12	12	12	12	12	12	12	13
GM0034	Almere	13	13	13	13	14	14	14	14	14	13	13	13	13	13
GM0037	Stadskanaal	11	11	11	11	11	10	11	11	10	11	11	11	11	11
GM0039	Scheemda	10	10	10	11	11	11	null	null	null	null	null	null	null	null
GM0040	Slochteren	10	10	10	10	10	10	10	10	10	10	10	10	11	11
GM0047	Veendam	11	11	11	11	11	11	11	10	10	10	10	10	11	11
GM0048	Vlagtwedde	10	9	10	10	10	10	10	10	10	10	10	11	12	10
GM0050	Zeewolde	11	11	11	12	12	12	12	13	13	13	14	15	15	15
GM0051	Skarsterlân	11	11	11	11	11	11	11	12	11	11	null	null	null	null
GM0052	Winschoten	11	10	10	10	10	10	null	null	null	null	null	null	null	null
GM0053	Winsum	12	12	11	11	11	11	11	11	11	11	11	11	11	11
GM0055	Boarnsterhim	10	11	10	10	10	10	10	10	10	10	null	null	null	null
GM0056	Zuidhorn	11	11	11	11	11	11	11	11	11	11	11	11	11	11
GM0058	Dongeradeel	12	12	12	12	12	12	12	12	12	12	12	12	12	12
GM0059	Achtkarspelen	13	13	13	12	12	12	12	12	12	12	12	11	11	12
GM0060	Ameland	11	10	9	8	8	8	9	9	9	9	8	9	9	9
GM0063	het Bildt	11	11	11	11	11	11	11	12	12	11	12	11	12	11
GM0064	Bolsward	12	12	11	11	11	11	11	null	null	null	null	null	null	null
GM0065	Dantumadeel	13	13	13	13	13	null	null	null	null	null	null	null	null	null
GM0070	Franekeradeel	12	12	11	11	11	11	11	11	11	11	11	11	11	11
GM0072	Harlingen	12	12	11	11	11	11	11	11	11	11	11	11	11	11
GM0074	Heerenveen	11	11	11	11	11	11	11	11	11	11	11	11	11	11
GM0079	Kollumerland c.a.	13	13	12	12	12	12	12	12	12	12	12	12	12	12
GM0080	Leeuwarden	17	17	16	16	16	16	16	17	17	16	16	16	16	16
GM0081	Leeuwarderadeel	11	11	11	11	11	12	12	12	12	12	12	12	12	11
GM0082	Lemsterland	11	11	11	11	10	10	10	10	10	10	null	null	null	null
GM0083	Menaldumadeel	11	11	11	11	11	11	11	null	null	null	null	null	null	null
GM0085	Ooststellingwerf	11	11	11	11	11	11	11	11	11	11	11	11	11	11
GM0086	Opsterland	11	11	11	11	11	11	11	11	11	11	11	11	12	12
GM0088	Schiermonnikoog	8	7	8	6	7	7	8	8	7	8	8	8	9	10
GM0090	Smallingerland	12	12	12	12	12	12	12	12	11	11	11	12	11	12
GM0091	Sneek	11	11	11	11	11	11	11	null	null	null	null	null	null	null
GM0093	Terschelling	14	14	12	12	12	12	13	13	13	14	15	15	16	17
GM0096	Vlieland	11	10	9	9	10	8	10	10	10	10	11	11	11	12
GM0098	Weststellingwerf	11	11	11	11	11	11	11	11	11	10	10	10	11	11
GM0104	Nijefurd	10	10	10	10	10	10	10	null	null	null	null	null	null	null
GM0106	Assen	11	11	11	11	11	11	11	11	11	11	11	11	11	11
GM0109	Coevorden	11	11	10	10	10	10	10	10	10	10	10	10	10	11
GM0114	Emmen	11	11	11	11	11	11	11	11	11	11	11	11	11	11
GM0118	Hoogeveen	13	13	12	12	12	12	12	11	11	11	11	11	11	11
GM0119	Meppel	12	11	11	11	11	11	11	11	10	10	10	10	11	11
GM0140	Littenseradiel	11	11	11	11	11	11	11	11	11	11	11	11	12	12
GM0141	Almelo	12	12	12	12	12	12	12	12	12	11	11	11	12	12
GM0144	Bathmen	10	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0147	Borne	10	10	10	10	11	11	11	11	11	11	11	11	11	11
GM0148	Dalfsen	12	12	12	11	12	12	12	12	12	12	12	12	12	12
GM0150	Deventer	13	13	12	12	12	12	12	12	12	12	12	12	12	12
GM0153	Enschede	15	15	15	15	15	15	15	15	15	15	15	15	15	15
GM0158	Haaksbergen	10	10	10	10	10	11	11	11	11	11	11	11	11	11
GM0160	Hardenberg	13	12	12	12	12	12	12	12	12	12	12	12	12	13
GM0163	Hellendoorn	12	12	12	12	12	12	12	11	11	11	11	11	11	11
GM0164	Hengelo (O.)	12	11	12	11	11	11	11	11	11	11	11	11	12	12
GM0166	Kampen	14	14	13	13	13	13	13	13	12	12	12	12	12	13
GM0168	Losser	11	12	11	11	11	11	11	11	11	10	11	11	11	11
GM0171	Noordoostpolder	13	12	12	12	12	12	12	12	12	12	11	12	12	12
GM0173	Oldenzaal	10	10	10	10	11	11	11	11	11	11	11	11	11	11
GM0175	Ommen	13	13	12	12	12	12	12	11	11	11	11	10	11	11
GM0177	Raalte	12	12	12	12	12	12	12	12	12	12	12	12	12	12
GM0180	Staphorst	15	15	15	15	15	15	15	15	14	14	14	14	15	15
GM0183	Tubbergen	11	11	12	12	12	12	13	13	13	13	13	13	14	14
GM0184	Urk	18	18	19	18	18	18	18	18	18	18	17	17	17	17
GM0189	Wierden	12	12	12	12	12	12	12	12	12	12	12	12	12	12
GM0193	Zwolle	14	13	13	13	14	14	13	13	13	13	12	12	13	13
GM0196	Rijnwaarden	10	10	10	10	10	10	10	10	11	10	11	11	11	11
GM0197	Aalten	11	11	11	11	11	11	11	11	11	11	11	11	11	11
GM0199	Angerlo	9	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0200	Apeldoorn	11	11	11	11	11	11	11	11	11	11	11	11	11	11
GM0202	Arnhem	13	13	13	13	13	13	13	13	13	13	13	13	13	13
GM0203	Barneveld	15	14	15	15	15	15	15	14	14	14	14	14	14	14
GM0207	Bergh	9	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0209	Beuningen	11	11	11	12	12	12	12	12	12	12	12	12	12	11
GM0211	Borculo	10	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0213	Brummen	10	10	10	10	11	11	11	11	11	11	11	11	11	11
GM0214	Buren	11	11	11	11	11	11	11	11	11	11	11	11	11	11
GM0216	Culemborg	11	11	11	11	11	11	12	12	12	12	12	12	12	12
GM0218	Didam	11	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0219	Dinxperlo	11	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0221	Doesburg	10	10	10	10	10	10	10	11	11	11	11	11	11	12
GM0222	Doetinchem	11	11	11	11	11	11	11	11	11	11	11	11	11	11
GM0225	Druten	11	11	11	11	11	11	11	11	11	11	11	11	11	12
GM0226	Duiven	10	10	10	11	11	12	12	12	12	12	13	13	13	13
GM0228	Ede	14	14	14	14	14	14	14	14	14	14	14	14	14	14
GM0229	Eibergen	11	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0230	Elburg	13	13	13	13	12	12	12	12	12	12	12	12	12	12
GM0232	Epe	10	10	10	10	10	11	11	11	11	11	11	11	11	11
GM0233	Ermelo	13	13	13	13	13	13	13	13	13	13	13	12	13	12
GM0236	Geldermalsen	11	11	11	11	11	11	11	12	12	12	12	12	12	12
GM0237	Gendringen	11	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0239	Gorssel	8	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0240	Groenlo	10	11	11	null	null	null	null	null	null	null	null	null	null	null
GM0241	Groesbeek	9	9	10	10	10	11	11	12	12	12	12	11	null	null
GM0243	Harderwijk	13	13	13	13	12	12	12	12	12	12	11	11	11	12
GM0244	Hattem	11	11	11	11	11	11	11	11	11	11	11	11	11	11
GM0246	Heerde	12	12	12	11	11	11	11	11	11	11	11	11	11	11
GM0248	Hengelo (Gld.)	10	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0252	Heumen	10	9	10	10	10	10	11	11	11	11	11	11	11	12
GM0256	Hummelo en Keppel	9	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0260	Lichtenvoorde	12	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0262	Lochem	10	9	9	9	9	10	10	10	10	10	10	10	10	10
GM0263	Maasdriel	11	11	11	11	11	11	11	11	11	11	11	11	11	11
GM0265	Millingen aan de Rijn	10	10	10	11	11	11	11	11	11	11	10	null	null	null
GM0266	Neede	10	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0267	Nijkerk	13	13	13	12	12	12	12	12	12	12	12	12	12	12
GM0268	Nijmegen	15	16	16	17	17	17	17	17	17	18	18	18	19	18
GM0269	Oldebroek	16	15	15	15	14	14	14	13	13	13	12	12	12	12
GM0273	Putten	13	13	13	13	13	13	13	13	13	13	13	13	12	13
GM0274	Renkum	9	9	9	9	9	9	9	9	10	10	10	9	9	9
GM0275	Rheden	10	10	10	10	10	10	10	11	11	11	11	11	11	11
GM0277	Rozendaal	8	9	8	8	9	8	9	9	9	9	10	9	9	10
GM0278	Ruurlo	9	null	null	null	null	null	null	null	null	null	null	null	null	null
GM0279	Scherpenzeel	12	12	12	12	12	12	13	13	13	13	13	13	13	13
GM0280	Steenderen	10	null	null	null	null	null	null	null	null	null	null	null	null	null
