code	name	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
GM0003	Appingedam	27	26	26	25	25	24	24	24	23	22	22	21	21	21
GM0005	Bedum	27	26	26	25	24	24	23	22	22	22	21	21	21	21
GM0007	Bellingwedde	25	25	24	24	23	21	21	21	20	19	19	18	18	18
GM0009	Ten Boer	29	28	27	27	26	26	25	25	24	23	22	22	21	21
GM0010	Delfzijl	26	26	25	25	24	24	23	22	22	22	21	21	20	20
GM0014	Groningen	33	33	33	32	32	31	31	31	31	30	30	30	30	30
GM0015	Grootegast	29	29	28	28	28	27	26	25	25	24	24	23	22	22
GM0017	Haren	21	21	21	20	20	19	18	18	18	18	18	18	18	18
GM0018	Hoogezand-Sappemeer	28	28	27	27	27	26	26	25	25	24	24	23	23	22
GM0022	Leek	28	27	26	26	26	25	25	24	23	23	22	21	21	21
GM0024	Loppersum	27	26	25	25	25	24	23	23	22	22	21	21	20	20
GM0025	Marum	30	29	28	27	27	26	26	25	24	24	23	22	22	21
GM0034	Almere	35	34	34	33	32	31	31	30	29	29	29	28	28	28
GM0037	Stadskanaal	27	27	26	26	25	25	24	24	23	23	22	22	21	21
GM0039	Scheemda	28	27	27	26	25	25	null	null	null	null	null	null	null	null
GM0040	Slochteren	29	28	27	27	27	26	26	25	24	23	23	22	21	20
GM0047	Veendam	28	27	27	27	27	26	26	25	24	24	24	23	22	22
GM0048	Vlagtwedde	27	26	25	24	23	23	22	22	21	21	20	20	20	19
GM0050	Zeewolde	35	34	32	31	30	29	28	27	26	25	25	24	24	24
GM0051	Skarsterlân	27	26	26	26	25	25	24	24	23	23	null	null	null	null
GM0052	Winschoten	27	27	26	26	26	25	null	null	null	null	null	null	null	null
GM0053	Winsum	27	26	25	25	24	24	23	23	22	21	21	20	20	19
GM0055	Boarnsterhim	29	29	28	28	27	27	26	25	24	24	null	null	null	null
GM0056	Zuidhorn	27	27	26	26	25	25	25	24	23	23	23	22	22	22
GM0058	Dongeradeel	27	27	27	26	26	25	25	24	24	23	23	22	22	21
GM0059	Achtkarspelen	28	28	28	27	27	27	26	25	25	25	24	24	24	23
GM0060	Ameland	28	27	28	28	27	26	25	25	24	24	24	24	23	23
GM0063	het Bildt	28	27	27	27	26	26	25	25	24	23	23	22	21	21
GM0064	Bolsward	28	27	27	27	26	26	25	null	null	null	null	null	null	null
