code	name	OAD_2016	OPP_WATER_2016	AANT_INW_2016	BEV_DICHTH_2016
GM0003	Appingedam	1041.0	80.0	12001.0	505.0
GM0005	Bedum	681.0	41.0	10433.0	234.0
GM0007	Bellingwedde	151.0	172.0	8971.0	83.0
GM0009	Ten Boer	367.0	42.0	7352.0	162.0
GM0010	Delfzijl	681.0	9436.0	25068.0	188.0
GM0014	Groningen	3379.0	493.0	200952.0	2549.0
GM0015	Grootegast	227.0	103.0	12155.0	140.0
GM0017	Haren	862.0	532.0	19076.0	420.0
GM0018	Hoogezand-Sappemeer	1248.0	653.0	34177.0	514.0
GM0022	Leek	734.0	110.0	19536.0	309.0
GM0024	Loppersum	207.0	95.0	10042.0	90.0
GM0025	Marum	331.0	43.0	10305.0	160.0
GM0034	Almere	1570.0	11953.0	198145.0	1533.0
GM0037	Stadskanaal	838.0	231.0	32621.0	277.0
GM0039	Scheemda	null	null	null	null
GM0040	Slochteren	214.0	835.0	15698.0	104.0
GM0047	Veendam	990.0	268.0	27467.0	361.0
GM0048	Vlagtwedde	355.0	316.0	16422.0	98.0
GM0050	Zeewolde	787.0	2137.0	22113.0	89.0
GM0051	Skarsterlân	null	null	null	null
GM0052	Winschoten	null	null	null	null
GM0053	Winsum	432.0	144.0	13633.0	135.0
GM0055	Boarnsterhim	null	null	null	null
GM0056	Zuidhorn	410.0	289.0	18794.0	150.0
GM0058	Dongeradeel	546.0	10040.0	23932.0	144.0
GM0059	Achtkarspelen	421.0	172.0	28007.0	274.0
GM0060	Ameland	249.0	20984.0	3611.0	62.0
GM0063	het Bildt	295.0	2415.0	10525.0	114.0
GM0064	Bolsward	null	null	null	null
GM0065	Dantumadeel	null	null	null	null
GM0070	Franekeradeel	693.0	658.0	20265.0	198.0
GM0072	Harlingen	1032.0	36270.0	15813.0	633.0
GM0074	Heerenveen	1086.0	804.0	50290.0	265.0
GM0079	Kollumerland c.a.	355.0	675.0	12811.0	117.0
GM0080	Leeuwarden	2209.0	1582.0	107897.0	699.0
GM0081	Leeuwarderadeel	547.0	57.0	10175.0	249.0
GM0082	Lemsterland	null	null	null	null
GM0083	Menaldumadeel	null	null	null	null
GM0085	Ooststellingwerf	477.0	215.0	25571.0	114.0
GM0086	Opsterland	394.0	316.0	29830.0	133.0
GM0088	Schiermonnikoog	308.0	16203.0	919.0	25.0
GM0090	Smallingerland	1327.0	851.0	55439.0	471.0
GM0091	Sneek	null	null	null	null
GM0093	Terschelling	237.0	59054.0	4870.0	58.0
GM0096	Vlieland	195.0	28036.0	1083.0	31.0
GM0098	Weststellingwerf	672.0	773.0	25520.0	116.0
GM0104	Nijefurd	null	null	null	null
GM0106	Assen	1525.0	157.0	67061.0	819.0
GM0109	Coevorden	491.0	373.0	35381.0	120.0
GM0114	Emmen	842.0	1109.0	107584.0	321.0
GM0118	Hoogeveen	1168.0	173.0	55240.0	433.0
GM0119	Meppel	1238.0	147.0	32794.0	590.0
GM0140	Littenseradiel	129.0	198.0	10833.0	83.0
GM0141	Almelo	1554.0	210.0	72425.0	1076.0
GM0144	Bathmen	null	null	null	null
GM0147	Borne	1208.0	16.0	22343.0	859.0
GM0148	Dalfsen	492.0	140.0	27916.0	169.0
GM0150	Deventer	1724.0	308.0	98869.0	753.0
GM0153	Enschede	2096.0	173.0	158351.0	1123.0
GM0158	Haaksbergen	1002.0	68.0	24332.0	232.0
GM0160	Hardenberg	533.0	489.0	59687.0	191.0
GM0163	Hellendoorn	799.0	102.0	35651.0	258.0
GM0164	Hengelo (O.)	1812.0	94.0	81075.0	1331.0
GM0166	Kampen	1406.0	1952.0	51950.0	365.0
GM0168	Losser	730.0	86.0	22444.0	227.0
GM0171	Noordoostpolder	741.0	13537.0	46439.0	101.0
GM0173	Oldenzaal	1447.0	40.0	32110.0	1490.0
GM0175	Ommen	475.0	206.0	17696.0	98.0
GM0177	Raalte	649.0	126.0	36700.0	215.0
GM0180	Staphorst	352.0	151.0	16544.0	123.0
GM0183	Tubbergen	274.0	43.0	21120.0	144.0
GM0184	Urk	1042.0	9840.0	19987.0	1737.0
GM0189	Wierden	680.0	66.0	23952.0	253.0
GM0193	Zwolle	1963.0	805.0	124896.0	1122.0
GM0196	Rijnwaarden	379.0	851.0	10866.0	274.0
GM0197	Aalten	780.0	52.0	26912.0	279.0
GM0199	Angerlo	null	null	null	null
GM0200	Apeldoorn	1700.0	125.0	159025.0	468.0
GM0202	Arnhem	2102.0	363.0	153818.0	1571.0
GM0203	Barneveld	810.0	72.0	55441.0	315.0
GM0207	Bergh	null	null	null	null
GM0209	Beuningen	961.0	344.0	25289.0	579.0
GM0211	Borculo	null	null	null	null
GM0213	Brummen	761.0	105.0	20938.0	249.0
GM0214	Buren	267.0	887.0	26202.0	195.0
GM0216	Culemborg	1438.0	186.0	27644.0	944.0
GM0218	Didam	null	null	null	null
GM0219	Dinxperlo	null	null	null	null
GM0221	Doesburg	848.0	141.0	11336.0	982.0
GM0222	Doetinchem	1115.0	60.0	56827.0	719.0
GM0225	Druten	771.0	476.0	18407.0	488.0
GM0226	Duiven	1147.0	129.0	25433.0	750.0
GM0228	Ede	1451.0	40.0	112427.0	353.0
GM0229	Eibergen	null	null	null	null
GM0230	Elburg	647.0	209.0	22929.0	359.0
GM0232	Epe	713.0	114.0	32282.0	207.0
GM0233	Ermelo	840.0	169.0	26507.0	310.0
GM0236	Geldermalsen	594.0	186.0	26346.0	264.0
GM0237	Gendringen	null	null	null	null
GM0239	Gorssel	null	null	null	null
GM0240	Groenlo	null	null	null	null
GM0241	Groesbeek	null	null	null	null
GM0243	Harderwijk	1495.0	941.0	45966.0	1183.0
GM0244	Hattem	846.0	108.0	11890.0	515.0
GM0246	Heerde	605.0	168.0	18556.0	236.0
GM0248	Hengelo (Gld.)	null	null	null	null
GM0252	Heumen	783.0	171.0	16360.0	411.0
GM0256	Hummelo en Keppel	null	null	null	null
GM0260	Lichtenvoorde	null	null	null	null
GM0262	Lochem	595.0	281.0	33333.0	156.0
GM0263	Maasdriel	479.0	933.0	24084.0	364.0
GM0265	Millingen aan de Rijn	null	null	null	null
GM0266	Neede	null	null	null	null
GM0267	Nijkerk	1066.0	262.0	41199.0	593.0
GM0268	Nijmegen	2421.0	399.0	172064.0	3210.0
GM0269	Oldebroek	631.0	119.0	23104.0	237.0
GM0273	Putten	880.0	229.0	24516.0	288.0
GM0274	Renkum	895.0	128.0	31254.0	680.0
GM0275	Rheden	1443.0	258.0	43824.0	536.0
GM0277	Rozendaal	889.0	2.0	1498.0	54.0
GM0278	Ruurlo	null	null	null	null
GM0279	Scherpenzeel	860.0	3.0	9529.0	691.0
GM0280	Steenderen	null	null	null	null
GM0281	Tiel	1409.0	263.0	41510.0	1262.0
GM0282	Ubbergen	null	null	null	null
GM0285	Voorst	578.0	338.0	23984.0	195.0
GM0286	Vorden	null	null	null	null
GM0289	Wageningen	2141.0	194.0	37837.0	1244.0
GM0291	Warnsveld	null	null	null	null
GM0292	Wehl	null	null	null	null
GM0293	Westervoort	1139.0	81.0	15001.0	2135.0
GM0294	Winterswijk	1176.0	86.0	28939.0	210.0
GM0295	Wisch	null	null	null	null
GM0296	Wijchen	1190.0	335.0	40814.0	616.0
GM0297	Zaltbommel	661.0	943.0	27543.0	346.0
GM0298	Zelhem	null	null	null	null
GM0299	Zevenaar	1254.0	473.0	32269.0	606.0
GM0301	Zutphen	1613.0	197.0	46997.0	1147.0
GM0302	Nunspeet	736.0	74.0	26835.0	208.0
GM0303	Dronten	762.0	9020.0	40592.0	122.0
GM0304	Neerijnen	193.0	692.0	12122.0	184.0
GM0305	Abcoude	null	null	null	null
GM0306	Amerongen	null	null	null	null
GM0307	Amersfoort	2242.0	109.0	153602.0	2447.0
GM0308	Baarn	1604.0	47.0	24521.0	754.0
GM0310	De Bilt	1234.0	100.0	42375.0	641.0
GM0311	Breukelen	null	null	null	null
GM0312	Bunnik	651.0	60.0	14773.0	400.0
GM0313	Bunschoten	1136.0	437.0	20823.0	684.0
GM0315	Doorn	null	null	null	null
GM0316	Driebergen-Rijsenburg	null	null	null	null
GM0317	Eemnes	886.0	267.0	8877.0	286.0
GM0321	Houten	1450.0	391.0	48765.0	885.0
GM0326	Leersum	null	null	null	null
GM0327	Leusden	1208.0	28.0	29309.0	500.0
GM0329	Loenen	null	null	null	null
GM0331	Lopik	360.0	332.0	14156.0	187.0
GM0332	Maarn	null	null	null	null
GM0333	Maarssen	null	null	null	null
GM0335	Montfoort	740.0	56.0	13783.0	366.0
GM0339	Renswoude	450.0	9.0	5051.0	274.0
GM0340	Rhenen	895.0	168.0	19400.0	461.0
GM0342	Soest	1458.0	19.0	45487.0	984.0
GM0344	Utrecht	3347.0	506.0	338967.0	3600.0
GM0345	Veenendaal	2125.0	24.0	63816.0	3275.0
GM0351	Woudenberg	891.0	29.0	12550.0	344.0
GM0352	Wijk bij Duurstede	1121.0	278.0	23384.0	491.0
GM0353	IJsselstein	1820.0	58.0	34101.0	1616.0
GM0355	Zeist	1553.0	14.0	62258.0	1283.0
GM0356	Nieuwegein	1892.0	207.0	61749.0	2620.0
GM0358	Aalsmeer	901.0	1216.0	31299.0	1555.0
GM0361	Alkmaar	2218.0	689.0	107615.0	974.0
GM0362	Amstelveen	2550.0	287.0	88602.0	2150.0
GM0363	Amsterdam	6011.0	5416.0	833624.0	5042.0
GM0364	Andijk	null	null	null	null
GM0365	Graft-De Rijp	null	null	null	null
GM0366	Anna Paulowna	null	null	null	null
GM0370	Beemster	582.0	149.0	8958.0	127.0
GM0372	Bennebroek	null	null	null	null
GM0373	Bergen (NH.)	793.0	2313.0	29943.0	308.0
GM0375	Beverwijk	2686.0	177.0	40318.0	2202.0
GM0376	Blaricum	957.0	441.0	9622.0	863.0
GM0377	Bloemendaal	1059.0	550.0	22296.0	561.0
GM0381	Bussum	null	null	null	null
GM0383	Castricum	1330.0	1089.0	34604.0	699.0
GM0384	Diemen	2434.0	205.0	26840.0	2238.0
GM0385	Edam-Volendam	1292.0	2564.0	35465.0	652.0
GM0388	Enkhuizen	1382.0	10356.0	18455.0	1455.0
GM0392	Haarlem	3465.0	292.0	158140.0	5422.0
GM0393	Haarlemmerliede c.a.	629.0	197.0	5578.0	290.0
GM0394	Haarlemmermeer	1547.0	684.0	144518.0	811.0
GM0395	Harenkarspel	null	null	null	null
GM0396	Heemskerk	2317.0	446.0	39299.0	1444.0
GM0397	Heemstede	1736.0	46.0	26766.0	2916.0
GM0398	Heerhugowaard	1676.0	171.0	53927.0	1409.0
GM0399	Heiloo	1280.0	31.0	22689.0	1213.0
GM0400	Den Helder	1701.0	13370.0	56275.0	1248.0
GM0402	Hilversum	2630.0	73.0	87830.0	1926.0
GM0405	Hoorn	1657.0	3309.0	72172.0	3544.0
GM0406	Huizen	1946.0	752.0	41373.0	2618.0
GM0412	Niedorp	null	null	null	null
GM0415	Landsmeer	984.0	398.0	10977.0	487.0
GM0416	Langedijk	905.0	313.0	27447.0	1149.0
GM0417	Laren	1066.0	null	10956.0	883.0
GM0420	Medemblik	512.0	13611.0	43725.0	360.0
GM0424	Muiden	null	null	null	null
GM0425	Naarden	null	null	null	null
GM0429	Obdam	null	null	null	null
GM0431	Oostzaan	1061.0	455.0	9504.0	824.0
GM0432	Opmeer	501.0	43.0	11336.0	273.0
GM0437	Ouder-Amstel	1233.0	171.0	13411.0	557.0
GM0439	Purmerend	2171.0	137.0	79889.0	3444.0
GM0441	Schagen	713.0	1955.0	46159.0	275.0
GM0448	Texel	461.0	30098.0	13574.0	84.0
GM0450	Uitgeest	1087.0	312.0	13360.0	697.0
GM0451	Uithoorn	1432.0	120.0	29181.0	1601.0
GM0453	Velsen	1811.0	1837.0	67448.0	1506.0
GM0454	Venhuizen	null	null	null	null
GM0457	Weesp	1698.0	136.0	18572.0	815.0
GM0458	Schermer	null	null	null	null
GM0459	Wervershoof	null	null	null	null
GM0462	Wieringen	null	null	null	null
GM0463	Wieringermeer	null	null	null	null
GM0466	Wognum	null	null	null	null
GM0473	Zandvoort	1779.0	1186.0	16792.0	523.0
GM0476	Zijpe	null	null	null	null
GM0478	Zeevang	null	null	null	null
GM0479	Zaanstad	1985.0	936.0	152466.0	2064.0
GM0480	Ter Aar	null	null	null	null
GM0482	Alblasserdam	1497.0	127.0	19955.0	2270.0
GM0483	Alkemade	null	null	null	null
GM0484	Alphen aan den Rijn	1739.0	603.0	107960.0	854.0
GM0489	Barendrecht	1644.0	188.0	47861.0	2412.0
GM0491	Bergambacht	null	null	null	null
GM0492	Bergschenhoek	null	null	null	null
GM0493	Berkel en Rodenrijs	null	null	null	null
GM0495	Bleiswijk	null	null	null	null
GM0497	Bodegraven	null	null	null	null
GM0498	Drechterland	477.0	2164.0	19400.0	329.0
GM0499	Boskoop	null	null	null	null
GM0501	Brielle	846.0	360.0	16640.0	604.0
GM0502	Capelle aan den IJssel	2255.0	118.0	66486.0	4675.0
GM0503	Delft	3472.0	121.0	101034.0	4422.0
GM0504	Dirksland	null	null	null	null
GM0505	Dordrecht	2520.0	2086.0	118801.0	1511.0
GM0511	Goedereede	null	null	null	null
GM0512	Gorinchem	1710.0	306.0	35260.0	1868.0
GM0513	Gouda	2458.0	129.0	71189.0	4232.0
GM0517	's-Gravendeel	null	null	null	null
GM0518	's-Gravenhage	4794.0	1544.0	519988.0	6288.0
GM0523	Hardinxveld-Giessendam	959.0	243.0	17774.0	1050.0
GM0529	Noorder-Koggenland	null	null	null	null
GM0530	Hellevoetsluis	1569.0	1477.0	38634.0	1227.0
GM0531	Hendrik-Ido-Ambacht	1732.0	129.0	29408.0	2771.0
GM0532	Stede Broec	1117.0	182.0	21493.0	1477.0
GM0534	Hillegom	1512.0	59.0	21089.0	1638.0
GM0537	Katwijk	2116.0	654.0	64239.0	2610.0
GM0542	Krimpen aan den IJssel	1920.0	127.0	29054.0	3783.0
GM0545	Leerdam	1249.0	64.0	20711.0	613.0
GM0546	Leiden	3558.0	130.0	122561.0	5580.0
GM0547	Leiderdorp	2408.0	72.0	26968.0	2335.0
GM0553	Lisse	1589.0	36.0	22606.0	1441.0
GM0556	Maassluis	1973.0	163.0	32292.0	3803.0
GM0558	Wester-Koggenland	null	null	null	null
